cell_id,sample_id,event_index,component_1,component_2
gated_alive:a_001:11862,a_001,11862,7.8543701171875,13.887274742126465
gated_alive:a_001:12194,a_001,12194,2.871466636657715,10.548516273498535
gated_alive:a_001:12437,a_001,12437,3.5333173274993896,14.717901229858398
gated_alive:a_001:12453,a_001,12453,2.6401426792144775,11.67683219909668
gated_alive:a_001:12490,a_001,12490,3.0362634658813477,12.082751274108887
gated_alive:a_001:12602,a_001,12602,3.2319495677948,11.7910737991333
gated_alive:a_001:12633,a_001,12633,2.8468141555786133,11.707836151123047
gated_alive:a_001:13161,a_001,13161,8.026212692260742,11.48050594329834
gated_alive:a_001:13221,a_001,13221,5.969724655151367,7.333584308624268
gated_alive:a_001:13224,a_001,13224,3.317370891571045,10.848359107971191
gated_alive:a_001:13526,a_001,13526,3.5866148471832275,12.816132545471191
gated_alive:a_001:13631,a_001,13631,1.9881529808044434,11.485908508300781
gated_alive:a_001:13657,a_001,13657,10.002696990966797,15.49398136138916
gated_alive:a_001:13690,a_001,13690,3.9319496154785156,14.642324447631836
gated_alive:a_001:14003,a_001,14003,9.960765838623047,12.092052459716797
gated_alive:a_001:14331,a_001,14331,9.303537368774414,12.529976844787598
gated_alive:a_001:14379,a_001,14379,4.799978733062744,10.146431922912598
gated_alive:a_001:14504,a_001,14504,4.034750461578369,14.689338684082031
gated_alive:a_001:14728,a_001,14728,8.429601669311523,14.586511611938477
gated_alive:a_001:14738,a_001,14738,3.051436424255371,11.822663307189941
gated_alive:a_001:14848,a_001,14848,5.692867279052734,10.321036338806152
gated_alive:a_001:14933,a_001,14933,3.794045925140381,10.856318473815918
gated_alive:a_001:14941,a_001,14941,9.416801452636719,16.01527976989746
gated_alive:a_001:15448,a_001,15448,4.43393087387085,12.795114517211914
gated_alive:a_001:15516,a_001,15516,2.5412237644195557,10.832120895385742
gated_alive:a_001:15936,a_001,15936,4.9624409675598145,13.190924644470215
gated_alive:a_001:16151,a_001,16151,8.199188232421875,11.082509994506836
gated_alive:a_001:16377,a_001,16377,8.720797538757324,11.374430656433105
gated_alive:a_001:16431,a_001,16431,2.454669952392578,13.599260330200195
gated_alive:a_001:16486,a_001,16486,8.539151191711426,11.628177642822266
gated_alive:a_001:16603,a_001,16603,2.9294910430908203,11.407685279846191
gated_alive:a_001:16657,a_001,16657,2.921191930770874,10.7551908493042
gated_alive:a_001:17588,a_001,17588,9.559797286987305,11.641803741455078
gated_alive:a_001:18362,a_001,18362,3.9269421100616455,10.565046310424805
gated_alive:a_001:18584,a_001,18584,9.382073402404785,11.236227989196777
gated_alive:a_001:18600,a_001,18600,9.107481002807617,12.00860595703125
gated_alive:a_001:18885,a_001,18885,4.967506408691406,7.690348148345947
gated_alive:a_001:18912,a_001,18912,9.15333366394043,12.39360523223877
gated_alive:a_001:19148,a_001,19148,3.5556387901306152,10.569814682006836
gated_alive:a_001:19176,a_001,19176,9.090435981750488,16.794910430908203
gated_alive:a_001:19425,a_001,19425,5.643004894256592,9.179485321044922
gated_alive:a_001:19581,a_001,19581,2.7125356197357178,12.405007362365723
gated_alive:a_001:19624,a_001,19624,9.103189468383789,12.711640357971191
gated_alive:a_001:19809,a_001,19809,3.4984548091888428,11.430209159851074
gated_alive:a_001:20031,a_001,20031,4.274904727935791,13.843173027038574
gated_alive:a_001:20115,a_001,20115,5.892045974731445,7.991261959075928
gated_alive:a_001:20618,a_001,20618,4.702923774719238,14.671746253967285
gated_alive:a_001:21032,a_001,21032,3.2448160648345947,10.942354202270508
gated_alive:a_001:21422,a_001,21422,11.222516059875488,11.293456077575684
gated_alive:a_001:21575,a_001,21575,2.9334940910339355,12.757080078125
gated_alive:a_001:21617,a_001,21617,9.592483520507812,12.512357711791992
gated_alive:a_001:21809,a_001,21809,10.306377410888672,9.455546379089355
gated_alive:a_001:21922,a_001,21922,4.032187461853027,14.694608688354492
gated_alive:a_001:22334,a_001,22334,8.960396766662598,16.77897071838379
gated_alive:a_001:22648,a_001,22648,9.661831855773926,12.52392292022705
gated_alive:a_001:22656,a_001,22656,4.298181056976318,12.71030330657959
gated_alive:a_001:22667,a_001,22667,4.4516706466674805,12.076451301574707
gated_alive:a_001:22705,a_001,22705,8.576483726501465,11.286727905273438
gated_alive:a_001:22968,a_001,22968,3.049433469772339,12.114753723144531
gated_alive:a_001:23064,a_001,23064,2.872204542160034,11.848984718322754
gated_alive:a_001:23066,a_001,23066,1.9959408044815063,11.196221351623535
gated_alive:a_001:23099,a_001,23099,4.022151470184326,13.419731140136719
gated_alive:a_001:23368,a_001,23368,9.134635925292969,12.944684982299805
gated_alive:a_001:23567,a_001,23567,9.615426063537598,16.820613861083984
gated_alive:a_001:23619,a_001,23619,9.250869750976562,16.259132385253906
gated_alive:a_001:23698,a_001,23698,6.027333736419678,9.925332069396973
gated_alive:a_001:23860,a_001,23860,3.1525771617889404,11.144797325134277
gated_alive:a_001:23903,a_001,23903,10.122834205627441,12.31995677947998
gated_alive:a_001:24068,a_001,24068,6.083561420440674,8.136178016662598
gated_alive:a_001:24197,a_001,24197,8.767255783081055,11.79275894165039
gated_alive:a_001:24387,a_001,24387,3.9878714084625244,10.890000343322754
gated_alive:a_001:24554,a_001,24554,3.8109331130981445,12.055967330932617
gated_alive:a_001:24625,a_001,24625,8.569887161254883,14.986041069030762
gated_alive:a_001:24728,a_001,24728,7.506433963775635,10.162386894226074
gated_alive:a_001:24757,a_001,24757,4.872814178466797,14.738534927368164
gated_alive:a_001:24818,a_001,24818,3.2397143840789795,10.91502857208252
gated_alive:a_001:24911,a_001,24911,4.009588241577148,14.698223114013672
gated_alive:a_001:25103,a_001,25103,5.884823799133301,10.325997352600098
gated_alive:a_001:25330,a_001,25330,2.629349946975708,12.52219295501709
gated_alive:a_001:25465,a_001,25465,2.8415298461914062,10.907796859741211
gated_alive:a_001:25516,a_001,25516,4.152524948120117,14.646836280822754
gated_alive:a_001:25586,a_001,25586,6.057729721069336,9.867639541625977
gated_alive:a_001:25811,a_001,25811,9.007619857788086,12.496683120727539
gated_alive:a_001:25928,a_001,25928,4.016104221343994,11.291736602783203
gated_alive:a_001:25966,a_001,25966,3.1376307010650635,11.616206169128418
gated_alive:a_001:26056,a_001,26056,9.870530128479004,12.661786079406738
gated_alive:a_001:26336,a_001,26336,8.8453950881958,15.656547546386719
gated_alive:a_001:26342,a_001,26342,9.573540687561035,11.172152519226074
gated_alive:a_001:26346,a_001,26346,4.262843132019043,14.556781768798828
gated_alive:a_001:26681,a_001,26681,10.765020370483398,10.957789421081543
gated_alive:a_001:27043,a_001,27043,3.8230879306793213,10.347936630249023
gated_alive:a_001:27074,a_001,27074,4.37148380279541,11.427515983581543
gated_alive:a_001:27227,a_001,27227,3.984752655029297,10.057221412658691
gated_alive:a_001:27409,a_001,27409,3.5831997394561768,11.34932804107666
gated_alive:a_001:27511,a_001,27511,3.804748058319092,14.172806739807129
gated_alive:a_001:27583,a_001,27583,8.882927894592285,11.448057174682617
gated_alive:a_001:27801,a_001,27801,4.320284366607666,13.741774559020996
gated_alive:a_001:28099,a_001,28099,7.619719982147217,15.864252090454102
gated_alive:a_001:28475,a_001,28475,8.003255844116211,13.688243865966797
gated_alive:a_001:28482,a_001,28482,10.599726676940918,11.461023330688477
gated_alive:a_001:29024,a_001,29024,3.9017043113708496,14.419656753540039
gated_alive:a_001:29675,a_001,29675,3.8185203075408936,14.676260948181152
gated_alive:a_001:29795,a_001,29795,3.1680848598480225,11.047603607177734
gated_alive:a_001:29867,a_001,29867,3.0591113567352295,10.884249687194824
gated_alive:a_001:30023,a_001,30023,4.701300144195557,6.137111663818359
gated_alive:a_001:30042,a_001,30042,4.408522605895996,6.461465835571289
gated_alive:a_001:30190,a_001,30190,10.074613571166992,10.44472885131836
gated_alive:a_001:30337,a_001,30337,5.878121376037598,8.059112548828125
gated_alive:a_001:30348,a_001,30348,2.9991893768310547,11.229043960571289
gated_alive:a_001:30473,a_001,30473,9.70680046081543,12.320003509521484
gated_alive:a_001:30713,a_001,30713,8.443395614624023,11.509068489074707
gated_alive:a_001:30803,a_001,30803,8.122406959533691,8.373488426208496
gated_alive:a_001:31236,a_001,31236,4.343234539031982,9.653255462646484
gated_alive:a_001:31248,a_001,31248,3.866219997406006,13.588787078857422
gated_alive:a_001:31741,a_001,31741,4.908481121063232,12.686042785644531
gated_alive:a_001:32706,a_001,32706,9.231224060058594,16.3304386138916
gated_alive:a_001:32938,a_001,32938,3.3505146503448486,11.476356506347656
gated_alive:a_001:33318,a_001,33318,3.412257432937622,11.480438232421875
gated_alive:a_001:33486,a_001,33486,10.433371543884277,12.170058250427246
gated_alive:a_001:33547,a_001,33547,9.224640846252441,16.212209701538086
gated_alive:a_001:33644,a_001,33644,6.111271381378174,10.224355697631836
gated_alive:a_001:33718,a_001,33718,8.67972469329834,16.044208526611328
gated_alive:a_001:33962,a_001,33962,3.489108085632324,11.626861572265625
gated_alive:a_001:34126,a_001,34126,4.283321857452393,13.946942329406738
gated_alive:a_001:34268,a_001,34268,8.62801742553711,12.137187957763672
gated_alive:a_001:34300,a_001,34300,8.963151931762695,14.745722770690918
gated_alive:a_001:34330,a_001,34330,6.258553504943848,12.761590003967285
gated_alive:a_001:34488,a_001,34488,9.621829986572266,11.605250358581543
gated_alive:a_001:35060,a_001,35060,4.6551923751831055,11.94776439666748
gated_alive:a_001:35433,a_001,35433,10.318278312683105,9.45332145690918
gated_alive:a_001:35458,a_001,35458,4.611026287078857,8.423949241638184
gated_alive:a_001:35558,a_001,35558,8.348404884338379,14.119991302490234
gated_alive:a_001:35604,a_001,35604,3.28784441947937,11.18338680267334
gated_alive:a_001:35650,a_001,35650,3.321519136428833,13.200417518615723
gated_alive:a_001:35663,a_001,35663,9.30111026763916,11.145938873291016
gated_alive:a_001:35686,a_001,35686,4.024753093719482,11.409256935119629
gated_alive:a_001:35755,a_001,35755,3.030942916870117,11.833929061889648
gated_alive:a_001:35795,a_001,35795,9.252690315246582,16.34661102294922
gated_alive:a_001:35805,a_001,35805,2.729865550994873,11.876994132995605
gated_alive:a_001:35912,a_001,35912,8.94361686706543,11.80696964263916
gated_alive:a_001:36024,a_001,36024,3.8344004154205322,11.992483139038086
gated_alive:a_001:36044,a_001,36044,3.737199544906616,12.002219200134277
gated_alive:a_001:36223,a_001,36223,10.116952896118164,10.280450820922852
gated_alive:a_001:36295,a_001,36295,4.921360492706299,7.680837154388428
gated_alive:a_001:36488,a_001,36488,9.099906921386719,16.475528717041016
gated_alive:a_001:36589,a_001,36589,3.2428338527679443,12.13325309753418
gated_alive:a_001:36675,a_001,36675,4.776575565338135,12.72794246673584
gated_alive:a_001:36697,a_001,36697,4.249279022216797,14.454691886901855
gated_alive:a_001:36861,a_001,36861,9.36893367767334,11.56942367553711
gated_alive:a_001:36864,a_001,36864,9.648608207702637,16.07407569885254
gated_alive:a_001:36872,a_001,36872,9.301633834838867,13.092582702636719
gated_alive:a_001:37394,a_001,37394,3.9693620204925537,14.60128116607666
gated_alive:a_001:37521,a_001,37521,3.9933981895446777,13.212509155273438
gated_alive:a_001:37602,a_001,37602,3.9158849716186523,14.740657806396484
gated_alive:a_001:37795,a_001,37795,3.1816859245300293,11.016722679138184
gated_alive:a_001:37873,a_001,37873,6.277491092681885,7.819009304046631
gated_alive:a_001:37913,a_001,37913,3.8492438793182373,11.582590103149414
gated_alive:a_001:38008,a_001,38008,9.461723327636719,14.913546562194824
gated_alive:a_001:38109,a_001,38109,3.5524590015411377,14.695608139038086
gated_alive:a_001:38214,a_001,38214,3.368455648422241,14.585829734802246
gated_alive:a_001:38349,a_001,38349,10.486645698547363,9.789682388305664
gated_alive:a_001:38453,a_001,38453,2.2228426933288574,11.651920318603516
gated_alive:a_001:38464,a_001,38464,3.254624366760254,11.021836280822754
gated_alive:a_001:38592,a_001,38592,10.473344802856445,9.970133781433105
gated_alive:a_001:38605,a_001,38605,2.977271795272827,12.01539421081543
gated_alive:a_001:38636,a_001,38636,8.076224327087402,15.167866706848145
gated_alive:a_001:38880,a_001,38880,8.497062683105469,10.911408424377441
gated_alive:a_001:38960,a_001,38960,3.688815116882324,10.212949752807617
gated_alive:a_001:39597,a_001,39597,9.390035629272461,16.063182830810547
gated_alive:a_001:39957,a_001,39957,2.69132137298584,12.047436714172363
gated_alive:a_001:40194,a_001,40194,2.8276426792144775,11.638017654418945
gated_alive:a_001:40290,a_001,40290,3.8606655597686768,14.548089981079102
gated_alive:a_001:40435,a_001,40435,4.723519802093506,14.638985633850098
gated_alive:a_001:40544,a_001,40544,6.036813735961914,8.592550277709961
gated_alive:a_001:40608,a_001,40608,3.7390201091766357,10.499908447265625
gated_alive:a_001:40645,a_001,40645,6.643209934234619,9.916425704956055
gated_alive:a_001:40758,a_001,40758,4.799503803253174,12.891535758972168
gated_alive:a_001:40784,a_001,40784,4.219748020172119,13.743136405944824
gated_alive:a_001:40951,a_001,40951,8.895720481872559,16.059261322021484
gated_alive:a_001:41057,a_001,41057,3.119598388671875,12.124810218811035
gated_alive:a_001:41069,a_001,41069,4.017055034637451,14.627043724060059
gated_alive:a_001:41087,a_001,41087,4.551008701324463,9.534305572509766
gated_alive:a_001:41175,a_001,41175,4.330833911895752,13.798608779907227
gated_alive:a_001:41402,a_001,41402,6.16453218460083,8.94286823272705
gated_alive:a_001:41428,a_001,41428,9.196028709411621,12.243451118469238
gated_alive:a_001:41642,a_001,41642,4.187901020050049,9.97333812713623
gated_alive:a_001:41823,a_001,41823,3.686366558074951,10.5660400390625
gated_alive:a_001:42002,a_001,42002,10.391107559204102,11.457834243774414
gated_alive:a_001:42321,a_001,42321,6.223720073699951,7.9225873947143555
gated_alive:a_001:42644,a_001,42644,2.93820858001709,10.93795108795166
gated_alive:a_001:42757,a_001,42757,4.033639907836914,14.75705337524414
gated_alive:a_001:42866,a_001,42866,4.429844856262207,12.833032608032227
gated_alive:a_001:43084,a_001,43084,3.949683904647827,14.537985801696777
gated_alive:a_001:43688,a_001,43688,7.855766296386719,12.339433670043945
gated_alive:a_001:43812,a_001,43812,8.344246864318848,8.715312957763672
gated_alive:a_001:44525,a_001,44525,2.3881068229675293,11.612223625183105
gated_alive:a_001:44581,a_001,44581,9.487442016601562,12.45105266571045
gated_alive:a_001:44645,a_001,44645,9.697138786315918,12.808280944824219
gated_alive:a_001:44753,a_001,44753,9.095595359802246,16.375268936157227
gated_alive:a_001:44755,a_001,44755,3.6041698455810547,11.533316612243652
gated_alive:a_001:44875,a_001,44875,3.6876397132873535,11.575860023498535
gated_alive:a_001:44922,a_001,44922,8.817558288574219,8.541086196899414
gated_alive:a_001:45369,a_001,45369,2.9673047065734863,10.429410934448242
gated_alive:a_001:45397,a_001,45397,3.385045051574707,10.701930046081543
gated_alive:a_001:45504,a_001,45504,3.426088809967041,10.48070240020752
gated_alive:a_001:45528,a_001,45528,9.325217247009277,11.99894905090332
gated_alive:a_001:45583,a_001,45583,4.413351535797119,13.804075241088867
gated_alive:a_001:45666,a_001,45666,5.576502799987793,7.893580913543701
gated_alive:a_001:45681,a_001,45681,9.557985305786133,16.23713493347168
gated_alive:a_001:45831,a_001,45831,9.14217758178711,16.818151473999023
gated_alive:a_001:46234,a_001,46234,10.803646087646484,11.706646919250488
gated_alive:a_001:46321,a_001,46321,9.584358215332031,13.002901077270508
gated_alive:a_001:46335,a_001,46335,4.7220892906188965,13.47098445892334
gated_alive:a_001:46602,a_001,46602,4.13136625289917,9.9664306640625
gated_alive:a_001:46665,a_001,46665,9.586817741394043,12.702820777893066
gated_alive:a_001:46945,a_001,46945,9.666253089904785,16.22591781616211
gated_alive:a_001:47090,a_001,47090,9.165249824523926,16.687894821166992
gated_alive:a_001:47526,a_001,47526,2.3987221717834473,14.679697036743164
gated_alive:a_001:47699,a_001,47699,10.165085792541504,15.391351699829102
gated_alive:a_001:47795,a_001,47795,4.405085563659668,14.51690673828125
gated_alive:a_001:47934,a_001,47934,10.062300682067871,11.368618965148926
gated_alive:a_001:48236,a_001,48236,8.849913597106934,11.798013687133789
gated_alive:a_001:48510,a_001,48510,8.848064422607422,15.962942123413086
gated_alive:a_001:49049,a_001,49049,4.325570106506348,13.33733081817627
gated_alive:a_001:49115,a_001,49115,6.084645748138428,8.076635360717773
gated_alive:a_001:49280,a_001,49280,3.58213210105896,13.978693962097168
gated_alive:a_001:49409,a_001,49409,9.622207641601562,13.016648292541504
gated_alive:a_001:49646,a_001,49646,6.42105770111084,8.072697639465332
gated_alive:a_001:49800,a_001,49800,4.706175804138184,10.572125434875488
gated_alive:a_001:49883,a_001,49883,9.524922370910645,12.261478424072266
gated_alive:a_001:50278,a_001,50278,7.872556209564209,15.691693305969238
gated_alive:a_001:50491,a_001,50491,5.722847938537598,7.670856475830078
gated_alive:a_001:51096,a_001,51096,2.9698519706726074,11.593635559082031
gated_alive:a_001:51479,a_001,51479,4.116504192352295,12.056756019592285
gated_alive:a_001:51583,a_001,51583,3.9578657150268555,14.511478424072266
gated_alive:a_001:51600,a_001,51600,3.9057414531707764,11.812301635742188
gated_alive:a_001:51693,a_001,51693,9.350375175476074,12.502092361450195
gated_alive:a_001:51710,a_001,51710,10.081783294677734,11.189556121826172
gated_alive:a_001:52017,a_001,52017,3.786581039428711,14.317883491516113
gated_alive:a_001:52160,a_001,52160,8.91087818145752,16.3276309967041
gated_alive:a_001:52164,a_001,52164,4.518237113952637,9.92181396484375
gated_alive:a_001:52165,a_001,52165,6.391195297241211,12.850044250488281
gated_alive:a_001:52202,a_001,52202,6.362771034240723,7.763855457305908
gated_alive:a_001:52700,a_001,52700,4.21209716796875,13.595390319824219
gated_alive:a_001:53331,a_001,53331,9.215859413146973,17.01656150817871
gated_alive:a_001:53561,a_001,53561,9.033998489379883,16.987964630126953
gated_alive:a_001:53628,a_001,53628,10.23972225189209,10.348220825195312
gated_alive:a_001:54164,a_001,54164,3.270066738128662,11.068617820739746
gated_alive:a_001:54221,a_001,54221,9.857667922973633,13.889464378356934
gated_alive:a_001:54263,a_001,54263,6.216742992401123,10.153741836547852
gated_alive:a_001:54385,a_001,54385,3.7816336154937744,9.943373680114746
gated_alive:a_001:54430,a_001,54430,3.229145050048828,10.917173385620117
gated_alive:a_001:54464,a_001,54464,9.610174179077148,16.76018524169922
gated_alive:a_001:54472,a_001,54472,6.075218200683594,9.931538581848145
gated_alive:a_001:54533,a_001,54533,7.9253387451171875,13.002668380737305
gated_alive:a_001:54613,a_001,54613,4.201639652252197,14.420757293701172
gated_alive:a_001:54700,a_001,54700,8.01038646697998,16.06278419494629
gated_alive:a_001:54772,a_001,54772,3.342451810836792,11.021575927734375
gated_alive:a_001:54860,a_001,54860,9.525017738342285,15.940914154052734
gated_alive:a_001:55103,a_001,55103,2.79719877243042,13.434541702270508
gated_alive:a_001:55215,a_001,55215,9.56567096710205,15.785137176513672
gated_alive:a_001:55503,a_001,55503,9.687826156616211,15.672059059143066
gated_alive:a_001:55626,a_001,55626,5.0363850593566895,7.636471748352051
gated_alive:a_001:55730,a_001,55730,9.82682991027832,12.696937561035156
gated_alive:a_001:55911,a_001,55911,4.984714984893799,13.145546913146973
gated_alive:a_001:55930,a_001,55930,3.2789506912231445,11.932456970214844
gated_alive:a_001:56073,a_001,56073,3.9754722118377686,12.033534049987793
gated_alive:a_001:56221,a_001,56221,9.619124412536621,16.180818557739258
gated_alive:a_001:57067,a_001,57067,9.119958877563477,12.85103702545166
gated_alive:a_001:57100,a_001,57100,6.2978434562683105,12.826993942260742
gated_alive:a_001:57103,a_001,57103,4.247550010681152,10.129121780395508
gated_alive:a_001:57134,a_001,57134,8.74460506439209,16.857654571533203
gated_alive:a_001:57349,a_001,57349,2.8395285606384277,11.71219539642334
gated_alive:a_001:57358,a_001,57358,10.310993194580078,11.886517524719238
gated_alive:a_001:57395,a_001,57395,10.955620765686035,11.06149673461914
gated_alive:a_001:57763,a_001,57763,6.534787178039551,9.821083068847656
gated_alive:a_001:57777,a_001,57777,4.547874927520752,13.571946144104004
gated_alive:a_001:58717,a_001,58717,2.9091103076934814,11.516063690185547
gated_alive:a_001:58799,a_001,58799,6.2319536209106445,9.829051971435547
gated_alive:a_001:58810,a_001,58810,3.9686779975891113,11.452842712402344
gated_alive:a_001:58845,a_001,58845,4.097723960876465,10.000822067260742
gated_alive:a_001:59039,a_001,59039,9.6589937210083,11.072065353393555
gated_alive:a_001:59191,a_001,59191,6.3672966957092285,12.796616554260254
gated_alive:a_001:59207,a_001,59207,4.71590518951416,8.003716468811035
gated_alive:a_001:59232,a_001,59232,5.829111576080322,8.01635456085205
gated_alive:a_001:59518,a_001,59518,8.810025215148926,16.77869987487793
gated_alive:a_001:59716,a_001,59716,10.78996467590332,10.947940826416016
gated_alive:a_001:59987,a_001,59987,8.414003372192383,11.53376579284668
gated_alive:a_001:60211,a_001,60211,3.1613175868988037,10.997238159179688
gated_alive:a_001:60456,a_001,60456,3.411964178085327,14.5669584274292
gated_alive:a_001:60550,a_001,60550,3.331671714782715,14.28140640258789
gated_alive:a_001:60760,a_001,60760,3.100473642349243,14.014731407165527
gated_alive:a_001:60785,a_001,60785,10.08145523071289,10.409940719604492
gated_alive:a_001:60869,a_001,60869,3.3474032878875732,10.738903045654297
gated_alive:a_001:60985,a_001,60985,9.551944732666016,16.202301025390625
gated_alive:a_001:61387,a_001,61387,6.343856334686279,9.544021606445312
gated_alive:a_001:61393,a_001,61393,4.177549839019775,13.92336368560791
gated_alive:a_001:61523,a_001,61523,2.5806188583374023,14.14869213104248
gated_alive:a_001:61618,a_001,61618,8.236307144165039,12.218113899230957
gated_alive:a_001:62013,a_001,62013,4.067409515380859,14.750274658203125
gated_alive:a_001:62061,a_001,62061,4.938767910003662,14.751282691955566
gated_alive:a_001:62167,a_001,62167,6.319616794586182,7.914620399475098
gated_alive:a_001:62216,a_001,62216,6.308896064758301,12.123769760131836
gated_alive:a_001:62242,a_001,62242,3.6118416786193848,11.67947006225586
gated_alive:a_001:62290,a_001,62290,9.34030818939209,14.040115356445312
gated_alive:a_001:62690,a_001,62690,11.162346839904785,11.324787139892578
gated_alive:a_001:62693,a_001,62693,8.565322875976562,16.05860710144043
gated_alive:a_001:62896,a_001,62896,9.628962516784668,12.372027397155762
gated_alive:a_001:62981,a_001,62981,6.333782196044922,7.836907863616943
gated_alive:a_001:63016,a_001,63016,9.455117225646973,12.325209617614746
gated_alive:a_001:63139,a_001,63139,2.7693474292755127,11.679533004760742
