cluster,CD3,CD27,CD19,CD4,CD8,CD57,2DL1-S1,TRAIL,2DL2-L3-S2,CD16,CD10,3DL1-S1,CD117,2DS4,ILT2-CD85j,NKp46,NKG2D,NKG2C,2B4,CD33,CD11b,NKp30,CD122,3DL1,NKp44,CD127,2DL1,CD94,CD34,CCR7,2DL3,NKG2A,HLA-DR,2DL4,CD56,2DL5,CD25,variant
4,3.2256482424910278,0.2732686150064735,0.0028361827801065206,1.0519249154099182,2.1038609589809476,-0.012788939661702572,-0.061169536442978324,-0.060672042885661956,-0.06651037878730726,0.22058924952517928,-0.05193483932181727,-0.08717987629092819,-0.06245479900912032,-0.06343931520779805,1.495629390668177,-0.02535753391549355,0.24520098515004007,-0.06223469061550441,1.438669489677244,2.7040291118538473,0.4711187069969074,-0.016928811971240593,0.08192344599980309,-0.07008403263520403,1.5388459123052103,1.1313973872858756,-0.07722171531764249,0.08903586923025025,0.4215969713442019,0.31183772286237765,-0.04282155833892697,0.5003139987574159,4.460331684300886,1.2154968190204563,0.7076399087814657,-0.04425838769508926,-0.08132332749588106,ward_k14
5,4.341137099362356,0.8583435235753636,-0.0563617124268774,0.15102536944992506,4.054059283005554,0.4273568375555259,-0.05980017862416839,-0.09431850448289142,-0.0706580843435323,-0.05544180337206421,-0.07698454529489916,-0.08830682578438727,-0.08283615619487517,-0.08687683535161092,-0.03999208562766554,-0.09396334948203507,0.7369924031953915,-0.06802045763151182,0.01966354661713515,1.376098387737848,0.8612636650366848,-0.058102488219770404,-0.05880486332730622,-0.08858418805353514,-0.08909587309048562,1.5981028064109442,-0.08707387350329268,-0.0643473367648592,-0.07629122739242106,-0.00714617769057338,-0.08278427312914179,-0.07248514567625927,1.4963343267993805,-0.06559389745692748,-0.0554732258059842,-0.08991232107249489,-0.09400069986462325,ward_k14
6,4.997066013662991,1.581904475629247,1.233719803533587,2.617359836435603,2.1754981557016158,0.044472099787111,-0.06743253709712926,-0.08782140643155659,-0.0691949778541191,0.45872136096546656,-0.04544513755029919,-0.08394236729738994,-0.07774129400323689,-0.046427624862812225,2.341495066797285,-0.061649436357737744,0.14204028927562456,-0.026385602905341702,2.226513533799012,3.7974987924941326,0.8683307787922632,-0.028287822275739907,-0.036955544565933814,-0.06722738214878499,-0.07979511025186975,2.1193538553309192,-0.03810457552594143,-0.006829942475801813,0.26669992093993106,1.2213595220668994,-0.02305059457487306,1.1455521527599655,5.843565134786594,2.1296777459567826,1.0988983076309868,-0.031744406687614794,-0.05907104448440484,ward_k14
7,3.003329289206566,0.22688997604510525,0.2718569111149265,0.6138660948278758,1.3938314665706184,-0.06695974266314839,-0.07058873702699549,-0.09936898889713745,-0.07546203258154302,0.22862852658029847,-0.05401462694778185,-0.10212950345242601,1.6308590122310331,-0.037626951238590806,2.6160062116343257,-0.04830687703440758,-0.055060251709151686,-0.06146500667464272,2.027298884893307,4.05369458706474,0.4835199861319154,-0.061330511596635245,-0.06934260467552239,-0.08530759109158399,-0.09124491754589706,0.032181403718420765,-0.08163484897867793,-0.049261142650556575,0.9385718929286562,-0.02857548083618837,-0.05008997982547676,0.7866831793892108,5.617682269450981,1.8588686848346876,0.7030593593014004,-0.0563103741280639,-0.07477970927316985,ward_k14
8,3.2647521770207732,-0.006744445256256689,-0.04322500348267788,-0.0109506197430683,1.9546530935598332,1.6143668050401851,-0.023469524482408393,-0.0972706954362543,-0.07439453853770495,-0.02035917391130506,-0.07214706122819446,-0.07996970341560122,-0.08654636639824631,-0.04215639692736919,-0.004451555561378041,-0.059762138271378724,0.3288845324055716,-0.06614689613568774,0.8635592218413286,1.605451852230023,-0.030901409495747826,0.9468964899989677,0.6765566924943277,-0.07295487176790473,-0.09218749134970254,-0.04724464416262888,-0.07942505717542359,0.8967239946014952,-0.06309611605266743,-0.06532976573417963,-0.07703468759584882,-0.02900383272407111,1.79396526414414,-0.03293558906168353,0.785228960286446,-0.07494124523303057,-0.0838867328762469,ward_k14
9,4.5929040284605795,0.3413532708780952,-0.03973492822526503,0.16560598067706422,2.8073877837636405,0.6563738492777047,-0.047915802412278025,-0.0822802245008721,-0.08426315102052565,0.15561906688490984,-0.06300085628018565,-0.08864464913738163,-0.09678514877677484,-0.07285564237689068,0.8175149276243368,-0.06185436680229603,1.5644169718324474,-0.041728330801260524,1.1970828278546422,2.029208164227599,0.40509863751858166,-0.024687414027408965,0.6439305884466769,-0.09076037336954128,-0.09234724974062708,1.1089873912077035,-0.013700089771825817,3.7057656784895743,0.8827541442837425,-0.0386585475196851,-0.07369067584482755,3.6559856187144986,2.4629687176752966,0.04455708953542732,0.8880567991756134,-0.07398718116792624,-0.06357276319557495,ward_k14
10,1.837483861263045,0.0752433637529536,-0.04270946410715103,0.03682239315828906,2.4744807736507557,0.5875627109476315,-0.04347339619226244,-0.09092247933220364,-0.03034058209833508,4.069307585184233,0.22677748991148616,-0.07798793757809987,-0.0623583430502546,0.13588697410305006,0.8056371104853624,2.3259743240179045,1.6512547250554994,-0.03853456305789314,2.193849223235784,1.6067835141850373,0.23498641172278062,2.1552914428263965,2.181708418451835,-0.05160827236181238,-0.08991499994515725,0.5135826434362746,-0.04543001256386613,3.267651756200185,0.44939881798356573,-0.039831223258478696,-0.05723736729358668,3.011184181975382,2.2341080368913957,0.22040204358229182,3.6030243653636846,0.13324338931125052,-0.04684030112201112,ward_k14
11,2.833665461668797,0.022824633379269717,0.07563505270502022,0.29325111183816843,2.5783513377629594,1.9307150045675017,0.4946383256682561,-0.08140491430293242,0.13141831933028492,3.9167585741269675,0.48697619817020754,2.1176058405984035,-0.031198161279839036,-0.015190834537705006,0.7574357972029446,0.8095124485867673,1.5486183975712002,-0.021781213992565836,2.0548569507606076,1.9288528432111451,0.2964251284843354,1.591705026242936,1.6498173714878384,3.56388800467113,0.7189237227749334,0.9723330494961695,-0.01909361638657662,1.6871446100888576,-0.01325322555590882,-0.024339368759011742,0.005211564141070966,1.0049100437382295,2.2134499368102722,0.2230809305246964,3.0472544236150934,-0.010848447161943886,-0.06343625702256075,ward_k14
12,3.4381577151824603,0.5366218182675683,0.038104551356888394,0.5883481946823246,1.9192774351878434,0.1797392996822587,-0.04093645256801854,1.4199473083465826,-0.03741972344823316,0.4148349339267875,-0.03383928157171694,-0.08548492432411796,-0.06150407592932361,-0.056039785163057826,1.0934316840996543,-0.024348752444720897,0.41348185809185634,-0.032411796377357284,1.7217465286856635,2.365766652751132,0.7238355630130866,0.11425518073811018,-0.02729132253731613,-0.05727679283847649,-0.08567406446925706,0.3106873567060453,-0.04905264655031802,0.2359275387681961,0.3217889609716881,-0.006210786353512488,-0.05630073375710059,0.34760218834840867,3.510334103618786,0.8642667018816828,0.8336656000394957,-0.03468320333683064,-0.07928758979895123,ward_k14
13,1.888761604854521,0.19160154610848265,-0.013622714121298854,0.14228732332674623,2.4183555625975384,2.4289302341353562,0.5241188775036885,-0.09409242998857895,1.5707996415992471,4.297862274580535,0.7257173104869064,-0.0610363587584052,-0.04898468988033129,-0.08180797432311189,0.6575308005171794,1.6528804817948899,1.2619462747383792,0.6703104882613551,1.9816145085929209,1.9537492729320916,-0.026385595028357224,1.6406092586153025,1.5560651422297425,-0.05987502501886069,-0.07997270740375123,0.13250432082546804,0.6294292329794282,2.4356550282233647,0.09547545410969632,-0.052212486399440844,1.4195048734185127,0.45768482984819875,2.314379954224486,0.004725848082227706,3.6202248169850977,0.009397305504850649,-0.06971824610362282,ward_k14
0,3.1385078563439093,-0.009124482106715988,-0.053511723555930674,0.876624980910689,1.4571613048271477,-0.06472168174272147,-0.08251845751212339,-0.0954586767258235,-0.07775634519918012,0.19653264460836806,-0.07088341642654314,-0.09001631139185937,-0.08677922671471,-0.02720154162626129,2.867855454516363,-0.05010842452778019,-0.05491189577800557,-0.06377587023071442,2.3058607422557795,4.576418067236455,1.1305696714779105,-0.050262843125773615,-0.07614488373157709,-0.08060446741381237,-0.08124958950783936,-0.028623546516443124,-0.07396778717639912,-0.053504714453987384,1.5112798495672597,-0.04734708784362192,-0.042405920632798175,0.7827231577804332,5.429047842433916,2.0211141145851315,0.5747687892431036,0.006596552853092292,-0.07652416380037746,leiden_r1.0
1,4.863919923539435,0.7955764512058641,-0.058174649099336465,2.648358219484443,1.0420900050039221,-0.07487925669975398,-0.08452300310975672,-0.09395705062866574,-0.08650698515295956,-0.062031776369001465,-0.09089656258506658,-0.09395192286425116,-0.093934578394293,-0.08755914006470558,-0.06511716789365726,-0.09395230611058933,-0.07087641752330032,-0.07481746766570707,-0.041590399184720295,1.407232937245017,-0.08084107597854284,-0.08028456977831956,-0.07484489401788136,-0.09087877615407056,-0.09021784768009006,2.373863157636057,-0.07839968333983889,-0.08506751706360136,-0.08282500273457159,0.6861974540530219,-0.09025879033037404,-0.0720465165843116,1.2783395594961378,-0.07806535684578791,-0.07801056836116194,-0.0909129921190202,-0.09467144867140333,leiden_r1.0
2,4.324862773237128,1.1980114873582923,-0.05150440629581754,0.0952657199259083,4.22974976131986,0.6192488048929873,-0.06353693839264327,-0.09375427191882713,-0.07387661997567652,-0.05072005346666916,-0.07899747262031157,-0.08569765541468248,-0.08309912862645241,-0.08519399861947367,-0.03509838447241116,-0.08763067410847086,1.2937006586865478,-0.055061378477399295,0.15694773031092374,1.4915827695091188,1.2138507972707742,-0.06065669195551492,-0.045819556816566936,-0.0875302759440709,-0.0876895182780498,1.527735452838789,-0.08102024841526118,-0.049589853665328254,-0.07570606704665325,0.3142199052860247,-0.09013483022801476,-0.07431063735862029,1.5177460499579158,-0.059871508373696605,-0.05737623358424991,-0.08321899740992908,-0.09532996395291268,leiden_r1.0
3,1.5588352313406348,-0.017451290309759837,2.826654458889365,-0.012455451700541832,0.951962143441009,-0.07485965700754954,-0.09130645318069669,-0.09229247535843271,-0.08862517377568037,-0.04435554277091459,-0.07563169225928378,-0.09974620136615672,-0.09556200967348777,-0.09042796007522949,1.4876918105746872,-0.08667811817734493,-0.08461050411516309,-0.07561568124999218,-0.008529679987162385,1.4696722561646354,-0.06979018012988092,-0.09341735061045564,-0.08817545565840845,-0.09185853429744031,-0.09817077648417905,-0.06767735046468823,-0.08702891255859066,-0.07869616545094865,-0.07535748593993996,0.5211642121770188,-0.06359157082324393,0.5961019185326597,5.876776907322988,1.9567103693616645,0.23777393598656288,-0.07565485166566585,-0.07964824321738742,leiden_r1.0
4,1.9481987661981837,0.06561011765237426,-0.034966767370380694,0.16616171286901177,2.4390884791922764,1.2901758054006551,-0.01347932403049643,-0.08345598969384002,0.239956833433153,4.260187674186962,0.6252516316906906,-0.07434510925772966,-0.06115675718990124,-0.024076302384359552,0.6917892603328117,2.0048914999267677,1.4959501192789506,-0.011519885251096726,2.0110744641750604,2.0291441866371636,0.04984647862431203,1.9691762432921083,1.887340444870183,-0.06170654397118779,-0.07782653621470152,0.34714371961880686,-0.02310109659399387,2.9534767624165017,0.2900506813351788,-0.04341645576401945,-0.03831517713723444,2.095060257981067,2.200572236255529,0.16844739292198896,3.582265427088016,0.03615664830618963,-0.05538581328879475,leiden_r1.0
5,1.4740142453084393,-0.0654406502120364,-0.07633100801319606,-0.04671462774653969,0.5516966570090598,-0.0680073269174401,-0.09517511144631983,-0.09229822509382468,-0.09149588971638846,-0.05052675219732822,-0.09184903756929014,-0.09352147759131116,-0.09855417959720898,-0.047927532993819924,0.4272869332737642,-0.07029778719215753,-0.05918456587207979,-0.08223016239415853,0.4892612188619159,2.324395880393727,-0.04829272669908379,-0.030991670591001847,-0.0611834439252798,-0.08251080165113797,-0.09559086465655611,-0.08157414300395566,-0.08918571254385274,-0.055165855773727054,-0.06045800578873682,-0.08336276764479714,-0.07944194488411958,-0.042135371946195044,2.933644144651111,0.0016556105866906519,0.1911061879850784,-0.0731591369031749,-0.0758600872014447,leiden_r1.0
6,4.470166832843978,0.30511818784280387,-0.03026922555342111,0.2810640792793019,3.140511056247858,3.125888586512777,0.9063920815797266,-0.08388374129124068,-0.07314181506576437,-0.014667584973655862,-0.052941384985771375,-0.08917080957994769,-0.08821235261640889,-0.08229463969590367,0.4551192911661802,-0.08304145432554258,1.250150732692287,-0.043896123765588935,1.3077289674602819,1.7793661951708402,0.438953305315758,0.24236838158546598,0.29357453381798493,-0.08167327403421502,-0.09040395808365913,0.15487181830486454,-0.05908342576250782,2.7542387281686267,-0.0010211693301771347,-0.05213918522940718,-0.0695399755923822,2.598285684065063,2.246222938765598,-0.021796485333241987,0.5654410059538519,-0.08258817788723277,-0.0812095293333975,leiden_r1.0
7,2.624233363502481,0.06804662389667682,0.13354478817683652,0.8394361032036578,1.3170810611758665,-0.051240790268443526,-0.06637583123240574,-0.08878668199898848,-0.06066338853154302,1.270700302588216,0.05821823483180197,-0.08320083106032092,1.3718003508153,-0.054372289280073705,3.1495706107369403,-0.038975903375631005,-0.06094995765617331,-0.07166215421653369,1.94348140400758,3.820447524441712,0.4636110070436643,-0.06326090806817182,-0.07090997870469762,-0.09226089494215364,-0.09264556718135322,0.2421195439232426,-0.09397995845496754,-0.06635734998432105,0.22291088882689128,-0.008508188990448001,-0.06779529970183637,0.6699533250455487,5.5236548348486,1.8826343548551634,0.4002801447881308,-0.055067079278634565,-0.07148129144730035,leiden_r1.0
8,3.2015253094972964,0.335161121381686,0.5375669357911388,0.8524807945248886,1.4588997821598158,-0.0583908870205862,-0.09722912996940997,-0.08818140775943548,-0.08584003190021255,-0.031273726379824486,-0.06707249640703308,-0.08965522561095557,-0.07985147209855425,-0.07251401042454292,2.0122864939682605,-0.054481483248683564,-0.05767183539937548,-0.06253642743839408,1.4337825572288625,2.9543475492215334,0.3813174442252963,-0.06210223268673111,-0.07477253993976836,-0.08908433087657132,-0.08034570927714316,0.05943950355807872,-0.08288312586692256,-0.07124527582021348,-0.014240734548794414,0.12778080755685725,-0.055514986037037875,0.5412937901468267,5.506579348455418,1.9034621870988668,0.44269486991983115,-0.030707103658956483,1.4340379316509488,leiden_r1.0
9,3.1524925650772526,0.013931340837249421,0.015971249573745846,0.33432524021146115,2.473854518104848,1.6299739082924594,0.22855234715025746,-0.08571083809369887,0.0690363117736362,2.5210225837463973,0.248512093902821,2.2184490004338215,-0.029375150811116066,0.003318171155437726,0.6192422949625946,0.5059697427075378,1.5949972654822613,-0.021781213992565836,1.8010695217545942,2.131985491886349,0.26338615517812164,1.1576344057782402,1.3307524089312763,3.3786997675148402,0.739049339391213,1.0304852003779124,-0.020343749031735567,1.824333773299706,0.27600223080455244,-0.01837884222646246,-0.01774673244727726,0.9863650214488432,2.3648242389800767,0.43703282570468194,2.9682811599302976,-0.005107728568299335,-0.06727529977405969,leiden_r1.0
10,3.959995185651592,0.7140395164787205,0.44282283991938887,0.9645293058738813,1.7051160644341994,-0.01719887994730624,-0.045082468671823944,1.6305286828054824,-0.061574153176955526,0.17117092294724268,-0.05418726614220677,-0.1085433530831165,-0.06675627013909968,-0.06768759495035066,1.822760727478486,-0.07216213160317922,-0.005135522898747195,-0.0407136505287306,1.6887094096576751,2.5322595159175947,1.0678507669778066,-0.016108238962133894,-0.05643354923406694,-0.0672556716382682,-0.11494753850199838,0.22416549494148472,-0.06631943043904975,-0.04683482183973779,0.4499720580487986,0.06586788890236729,-0.05677671344082935,0.39727706959080006,4.390763640819369,0.9530147267803186,0.32169427797409356,-0.04983324344583492,-0.08281728895114693,leiden_r1.0
