"method","gate","run_mode","split_id","split_seed","cluster_id","marker","centroid","coefficient","transform_cofactor","minimum_cluster_size_fraction"
"citrus","gated_NK","smoke",1,976400780,1365,"NKG2C",0.0566713727125235,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"2B4",1.26155417543618,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD33",0.704471797939675,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD11b",0.175213137722274,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"NKp30",1.39840483338408,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD122",1.6119404266306,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"3DL1",0.385550400586666,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"NKp44",0.0645122956239063,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD127",0.150352797499491,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"2DL1",0.099820167723888,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD94",1.08503629035015,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD34",0.0613445978900076,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CCR7",-0.00115625805906125,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"2DL3",0.12394176547685,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"NKG2A",0.530957555062166,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"HLA-DR",0.99985363748685,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"2DL4",0.120815512490657,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD56",2.41666091233239,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"2DL5",0.165509275704105,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1365,"CD25",-0.0514416373136846,-44.346402336609,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD3",1.28492721172682,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD27",0.826538990577875,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD19",0.102990779960006,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD4",0.584148465595631,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD8",2.65813155917564,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD57",3.93351975434834,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DL1-S1",0.97831300357676,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"TRAIL",0.0410975890901858,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DL2-L3-S2",0.855488872873955,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD16",4.65271718203464,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD10",1.20521730019594,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"3DL1-S1",0.0509860358680058,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD117",0.296914592901007,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DS4",1.30147790824011,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"ILT2-CD85j",0.792687865387905,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"NKp46",2.27733969825931,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"NKG2D",1.56945486883481,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"NKG2C",0.343766026336853,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2B4",2.32449553718987,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD33",1.96744052314729,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD11b",0.486701551064643,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"NKp30",2.29245580314165,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD122",2.26320015860056,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"3DL1",0.373077239966952,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"NKp44",0.126849602811635,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD127",0.69999088938504,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DL1",0.308296029971559,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD94",3.8339932287867,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD34",0.758031971187037,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CCR7",0.513340285827322,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DL3",0.443383936881666,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"NKG2A",3.64930811455341,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"HLA-DR",2.16686684892164,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DL4",0.499232927809322,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD56",3.80748687945661,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"2DL5",0.655160154354351,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1375,"CD25",0.0855518148323861,-28.8512957793104,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD3",1.28377786716566,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD27",0.629900994960976,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD19",0.0138405149026135,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD4",0.540202549906146,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD8",2.09860667687798,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD57",3.76962036319305,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DL1-S1",0.923320568786524,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"TRAIL",0.0983804674687235,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DL2-L3-S2",1.06219996957142,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD16",4.45101418305594,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD10",0.903091380791633,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"3DL1-S1",0.0201926795611222,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD117",0.345913349718831,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DS4",0.530480667469725,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"ILT2-CD85j",0.616164250580096,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"NKp46",1.48518901917613,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"NKG2D",0.860864331912993,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"NKG2C",0.144232733052315,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2B4",1.56897967134019,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD33",1.46961080351506,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD11b",0.369334950188919,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"NKp30",1.97859769327984,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD122",1.70391195069239,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"3DL1",0.193853103239161,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"NKp44",0.0740825282235572,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD127",0.666640238518306,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DL1",0.869499578742109,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD94",1.09194000946664,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD34",0.116256296067599,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CCR7",0.199325092711387,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DL3",1.08531979014521,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"NKG2A",0.477027352098507,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"HLA-DR",1.28700430262046,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DL4",0.33131149106997,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD56",3.34829819737248,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"2DL5",0.31904077856045,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1376,"CD25",0.0544073047579151,-27.6640513818555,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD3",1.5838905825417,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD27",0.883591766916915,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD19",0.041716450514059,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD4",0.188535273232754,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD8",1.87483117883051,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD57",1.72959536259386,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DL1-S1",0.487750869932453,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"TRAIL",-0.00187220782902221,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DL2-L3-S2",0.280640346289055,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD16",1.0608918485041,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD10",0.215748101823827,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"3DL1-S1",-0.0640370941817982,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD117",0.275338288910404,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DS4",0.456313562928474,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"ILT2-CD85j",0.559324011774401,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"NKp46",0.397204070093602,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"NKG2D",1.21368732014243,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"NKG2C",0.429465276321132,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2B4",1.65613677314657,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD33",1.93699074339578,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD11b",0.562849356506921,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"NKp30",0.781793859093729,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD122",0.972233552820234,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"3DL1",0.0540275400394836,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"NKp44",0.000980342705990735,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD127",0.759424438849604,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DL1",0.321915452666219,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD94",1.33850912689338,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD34",0.222625187639224,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CCR7",0.186744530544251,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DL3",0.224698295307856,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"NKG2A",0.840133395936166,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"HLA-DR",1.66266983526792,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DL4",0.343408109577903,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD56",2.49353251728789,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"2DL5",0.227738399700681,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1377,"CD25",0.156179068997864,-15.4970053490399,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD3",1.54854870275361,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD27",0.709702655055059,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD19",0.0020603796102059,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD4",0.399361898722173,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD8",1.97004714871273,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD57",0.385156894708908,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DL1-S1",0.297494895940847,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"TRAIL",0.0230623096701167,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DL2-L3-S2",0.479142969094411,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD16",4.2021393844513,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD10",0.924600567432196,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"3DL1-S1",0.0744549578607197,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD117",0.165757816506332,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DS4",0.909792483462825,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"ILT2-CD85j",0.622590225936195,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"NKp46",2.93469217621316,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"NKG2D",1.80749351796025,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"NKG2C",0.559079892479548,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2B4",2.27756765438774,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD33",1.95954786471502,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD11b",0.528206264754683,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"NKp30",2.36655347967876,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD122",2.45523571724605,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"3DL1",0.619796317689286,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"NKp44",0.255604170800866,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD127",0.593612211483702,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DL1",0.635500577129429,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD94",3.87884701619258,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD34",0.98673634911099,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CCR7",0.304447705501563,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DL3",0.125404157833716,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"NKG2A",3.62899718007185,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"HLA-DR",2.44477121551404,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DL4",0.720388988154779,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD56",3.93443858846942,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"2DL5",0.559425218278936,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1379,"CD25",0.122620108068479,17.1158105807246,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD3",2.26975883530513,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD27",0.724286474608332,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD19",0.00889650828289845,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD4",0.655379670473899,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD8",1.28328198459672,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD57",0.102092793376589,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DL1-S1",-0.00413962760811676,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"TRAIL",-0.0604483419087622,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DL2-L3-S2",-0.0040783132583989,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD16",0.8471981345501,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD10",0.120520614504146,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"3DL1-S1",-0.0570430707395227,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD117",0.0260467107679909,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DS4",0.19072924573718,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"ILT2-CD85j",1.32416495281918,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"NKp46",0.121455696089531,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"NKG2D",0.208201388923483,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"NKG2C",0.16844977937611,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2B4",1.67269525988763,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD33",2.74483622481141,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD11b",0.633452902074516,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"NKp30",0.1748854126319,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD122",0.181467887864599,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"3DL1",0.0423428298192307,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"NKp44",-0.101618551008221,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD127",0.38736472932942,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DL1",0.0226273787884691,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD94",0.13086763040038,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD34",0.737000099936414,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CCR7",0.204954956492005,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DL3",0.198192840715461,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"NKG2A",0.255303642529164,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"HLA-DR",3.30618517874663,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DL4",0.900861381601905,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD56",1.33241048765499,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"2DL5",0.386034515672227,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1381,"CD25",0.0478231700571619,-12.1565942454417,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD3",1.10893291067369,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD27",0.583625852546493,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD19",0.0105726437215117,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD4",0.151200785235184,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD8",1.0913505267958,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD57",0.227149753487127,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DL1-S1",-0.0572017168652721,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"TRAIL",0.0245905363936249,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DL2-L3-S2",0.126829813922067,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD16",0.724026119696891,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD10",0.0279680492966301,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"3DL1-S1",-0.0368665218998452,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD117",0.149160338837437,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DS4",-0.0364975031438266,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"ILT2-CD85j",0.253153453605664,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"NKp46",2.53475117439205,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"NKG2D",1.66861873234729,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"NKG2C",0.881167502342688,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2B4",1.61975878342722,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD33",1.87280254872113,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD11b",0.168016122108287,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"NKp30",1.69150689696175,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD122",2.37534038916477,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"3DL1",0.45476505753666,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"NKp44",0.320539359522602,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD127",1.0336931421274,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DL1",0.40516451158698,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD94",4.3336657248042,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD34",1.14447911619912,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CCR7",0.231657949338081,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DL3",0.126054884251356,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"NKG2A",3.90809778378367,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"HLA-DR",2.13456596683219,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DL4",0.968319138557353,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD56",4.65147379181958,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"2DL5",0.857264079979872,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1383,"CD25",0.270646222591232,-12.447992254504,5,0.05
"citrus","gated_NK","smoke",1,976400780,1387,"CD3",1.27176101757774,-2.68352508117935,5,0.05
"citrus","gated_NK","smoke",1,976400780,1387,"CD27",0.561725680962004,-2.68352508117935,5,0.05
"citrus","gated_NK","smoke",1,976400780,1387,"CD19",0.0194520494441058,-2.68352508117935,5,0.05
