method,direction,donor_id,marker,value
SVM,positive,a_004,2DS4,-0.06975613597005204
SVM,positive,a_004,ILT2-CD85j,2.8998543512067694
SVM,positive,a_004,NKp46,1.5620145002482668
SVM,positive,a_004,NKG2D,1.2159667351104233
SVM,positive,a_004,NKG2C,2.653963255538863
SVM,positive,a_004,2B4,0.47294205044502546
SVM,positive,a_004,CD33,1.5776747501850934
SVM,positive,a_004,CD11b,0.9682520800708788
SVM,positive,a_004,NKp30,1.6639535528736973
SVM,positive,a_004,CD122,-0.027253412959297844
SVM,positive,a_004,3DL1,-0.18778236681502206
SVM,positive,a_004,NKp44,-0.13774305662402703
SVM,positive,a_004,CD127,0.3733371220856595
SVM,positive,a_004,2DL1,0.10827756408000203
SVM,positive,a_004,CD94,2.4065562640535196
SVM,positive,a_004,CD34,0.6696140621658506
SVM,positive,a_004,CCR7,-0.1651010780146065
SVM,positive,a_004,2DL3,2.987185743242024
SVM,positive,a_004,NKG2A,-0.15914147222986047
SVM,positive,a_004,HLA-DR,1.1259473880951048
SVM,positive,a_004,2DL4,0.575751597657454
SVM,positive,a_004,CD56,3.51457383266228
SVM,positive,a_004,2DL5,1.1903835147441673
SVM,positive,a_004,CD25,-0.06273131904307964
SVM,positive,a_005,CD3,3.274965392614321
SVM,positive,a_005,CD27,-0.05491081901364739
SVM,positive,a_005,CD19,0.7837051429009088
SVM,positive,a_005,CD4,0.5661583725451267
SVM,positive,a_005,CD8,4.17281504427543
SVM,positive,a_005,CD57,3.574052119578078
SVM,positive,a_005,2DL1-S1,0.22167419122313886
SVM,positive,a_005,TRAIL,-0.13650399200315694
SVM,positive,a_005,2DL2-L3-S2,0.004139550501207028
SVM,positive,a_005,CD16,3.945768111756549
SVM,positive,a_005,CD10,1.044157693394534
SVM,positive,a_005,3DL1-S1,-0.05955444997356125
SVM,positive,a_005,CD117,0.3694297007930205
SVM,positive,a_005,2DS4,1.2053048450006818
SVM,positive,a_005,ILT2-CD85j,1.067626087937859
SVM,positive,a_005,NKp46,-0.056240606701602774
SVM,positive,a_005,NKG2D,1.9344262456989907
SVM,positive,a_005,NKG2C,3.7366588882295484
SVM,positive,a_005,2B4,1.987516224817645
SVM,positive,a_005,CD33,-0.018074489473209727
SVM,positive,a_005,CD11b,1.2439485146122071
SVM,positive,a_005,NKp30,-0.07749914310010282
SVM,positive,a_005,CD122,0.5948899052492187
SVM,positive,a_005,3DL1,-0.12628700382178848
SVM,positive,a_005,NKp44,-0.005088090549282768
SVM,positive,a_005,CD127,0.33431540994812126
SVM,positive,a_005,2DL1,-0.0616576873855519
SVM,positive,a_005,CD94,3.526860782458
SVM,positive,a_005,CD34,1.4385992615793044
SVM,positive,a_005,CCR7,-0.0287066459288109
SVM,positive,a_005,2DL3,0.5300700381127985
SVM,positive,a_005,NKG2A,1.440654733859009
SVM,positive,a_005,HLA-DR,0.6090411423580064
SVM,positive,a_005,2DL4,1.1485732326499107
SVM,positive,a_005,CD56,3.551607061752619
SVM,positive,a_005,2DL5,-0.08837441719127781
SVM,positive,a_005,CD25,-0.06041930653536381
SVM,positive,a_006,CD3,3.8392520114681505
SVM,positive,a_006,CD27,-0.0455995230750741
SVM,positive,a_006,CD19,1.5423926051505914
SVM,positive,a_006,CD4,-0.030592092265474113
SVM,positive,a_006,CD8,3.1682699447022244
SVM,positive,a_006,CD57,4.2585244074275295
SVM,positive,a_006,2DL1-S1,0.04982685448465456
SVM,positive,a_006,TRAIL,-0.12831783774211897
SVM,positive,a_006,2DL2-L3-S2,-0.031248258159722354
SVM,positive,a_006,CD16,2.880104285413695
SVM,positive,a_006,CD10,-0.11915472689750833
SVM,positive,a_006,3DL1-S1,1.4483666339093515
SVM,positive,a_006,CD117,0.6195476289484809
SVM,positive,a_006,2DS4,1.3593432943168124
SVM,positive,a_006,ILT2-CD85j,1.7486059427535146
SVM,positive,a_006,NKp46,-0.15487058682593177
SVM,positive,a_006,NKG2D,1.7993202049557089
SVM,positive,a_006,NKG2C,-0.007957379734496414
SVM,positive,a_006,2B4,1.8254631519516114
SVM,positive,a_006,CD33,0.42826959802432096
SVM,positive,a_006,CD11b,0.2109257900102157
SVM,positive,a_006,NKp30,-0.007488313368234902
SVM,positive,a_006,CD122,1.5435124988449798
SVM,positive,a_006,3DL1,2.8577446773961603
SVM,positive,a_006,NKp44,-0.10610663509574059
SVM,positive,a_006,CD127,-0.03672772994046561
SVM,positive,a_006,2DL1,-0.024160348723906527
SVM,positive,a_006,CD94,0.12374069757166528
SVM,positive,a_006,CD34,-0.13658322970701894
SVM,positive,a_006,CCR7,-0.07142631485075622
SVM,positive,a_006,2DL3,-0.03501071901758123
SVM,positive,a_006,NKG2A,1.8156716074680717
SVM,positive,a_006,HLA-DR,5.854037286189441
SVM,positive,a_006,2DL4,2.3475289426576933
SVM,positive,a_006,CD56,0.5347205946539562
SVM,positive,a_006,2DL5,-0.14386980463462315
SVM,positive,a_006,CD25,0.17068679412441579
SVM,positive,a_007,CD3,4.165304265872643
SVM,positive,a_007,CD27,0.21714882369597227
SVM,positive,a_007,CD19,0.27766317447187366
SVM,positive,a_007,CD4,1.9743044548997566
SVM,positive,a_007,CD8,2.8733142830292504
SVM,positive,a_007,CD57,4.515957432072996
SVM,positive,a_007,2DL1-S1,1.1144324032558448
SVM,positive,a_007,TRAIL,-0.14891272222338603
SVM,positive,a_007,2DL2-L3-S2,0.8731917291480458
SVM,positive,a_007,CD16,3.5121764818418417
SVM,positive,a_007,CD10,0.1373423519095423
SVM,positive,a_007,3DL1-S1,-0.03896756071107112
SVM,positive,a_007,CD117,-0.08864505821362616
SVM,positive,a_007,2DS4,2.615907910723356
SVM,positive,a_007,ILT2-CD85j,1.2825237312214244
SVM,positive,a_007,NKp46,-0.02577002018675759
SVM,positive,a_007,NKG2D,0.531926052147556
SVM,positive,a_007,NKG2C,3.4987727487303384
SVM,positive,a_007,2B4,1.4110198704423325
SVM,positive,a_007,CD33,0.761777655401948
SVM,positive,a_007,CD11b,1.4575201425421156
SVM,positive,a_007,NKp30,1.7172342639964118
SVM,positive,a_007,CD122,0.43294895813596945
SVM,positive,a_007,3DL1,-0.08381382206767841
SVM,positive,a_007,NKp44,-0.13418205393369192
SVM,positive,a_007,CD127,0.2852160822992482
SVM,positive,a_007,2DL1,-0.09791777708047833
SVM,positive,a_007,CD94,2.895021809711778
SVM,positive,a_007,CD34,1.4076624586717241
SVM,positive,a_007,CCR7,-0.04842569079772771
SVM,positive,a_007,2DL3,-0.06121611744770094
SVM,positive,a_007,NKG2A,-0.02341326091257101
SVM,positive,a_007,HLA-DR,3.3911174857346587
SVM,positive,a_007,2DL4,0.07049421673592927
SVM,positive,a_007,CD56,1.9277059232618734
SVM,positive,a_007,2DL5,-0.008718101511473892
SVM,positive,a_007,CD25,-0.07417735641985745
SVM,positive,a_009,CD3,4.561712081148228
SVM,positive,a_009,CD27,1.0367487632772172
SVM,positive,a_009,CD19,0.14940093886786876
SVM,positive,a_009,CD4,1.8423477689136587
SVM,positive,a_009,CD8,4.147553598526755
SVM,positive,a_009,CD57,3.485405040058993
SVM,positive,a_009,2DL1-S1,0.6412969994890153
SVM,positive,a_009,TRAIL,-0.09166991577678292
SVM,positive,a_009,2DL2-L3-S2,0.35670426127623744
SVM,positive,a_009,CD16,4.098388665252776
SVM,positive,a_009,CD10,0.6157515778010598
SVM,positive,a_009,3DL1-S1,0.14228147299431493
SVM,positive,a_009,CD117,-0.05746029189911706
SVM,positive,a_009,2DS4,-0.017175062492880866
SVM,positive,a_009,ILT2-CD85j,3.6467068497307547
SVM,positive,a_009,NKp46,-0.028771892028574313
SVM,positive,a_009,NKG2D,2.1893499501844427
SVM,positive,a_009,NKG2C,0.6101857366434731
SVM,positive,a_009,2B4,1.3762778382164083
SVM,positive,a_009,CD33,3.011013633805981
SVM,positive,a_009,CD11b,0.6126294358830967
SVM,positive,a_009,NKp30,-0.0016599012366904262
SVM,positive,a_009,CD122,1.2127160560229702
SVM,positive,a_009,3DL1,-0.049871695957375416
SVM,positive,a_009,NKp44,-0.06702646134547545
SVM,positive,a_009,CD127,-0.0907345645312987
SVM,positive,a_009,2DL1,-0.12091594089159613
SVM,positive,a_009,CD94,1.674562809632596
SVM,positive,a_009,CD34,1.0143792930486302
SVM,positive,a_009,CCR7,-0.09054583332924879
SVM,positive,a_009,2DL3,-0.03650186948475203
SVM,positive,a_009,NKG2A,1.9680124917175075
SVM,positive,a_009,HLA-DR,5.964854912073243
SVM,positive,a_009,2DL4,2.3078949807859623
SVM,positive,a_009,CD56,1.4918226290473033
SVM,positive,a_009,2DL5,-0.09525331142550213
SVM,positive,a_009,CD25,0.012712934895803918
SVM,positive,a_010,CD3,4.309374667397487
SVM,positive,a_010,CD27,-0.006361629372593927
SVM,positive,a_010,CD19,-0.00042881088879833176
SVM,positive,a_010,CD4,0.4452775490394882
SVM,positive,a_010,CD8,2.6127307233837445
SVM,positive,a_010,CD57,1.7533250592202374
SVM,positive,a_010,2DL1-S1,-0.09679480520306614
SVM,positive,a_010,TRAIL,0.10576568030604497
SVM,positive,a_010,2DL2-L3-S2,0.5324004437242278
SVM,positive,a_010,CD16,4.664948478326983
SVM,positive,a_010,CD10,0.645871630995176
SVM,positive,a_010,3DL1-S1,-0.1307039894573075
SVM,positive,a_010,CD117,-0.1247832179137303
SVM,positive,a_010,2DS4,-0.048293019991193106
SVM,positive,a_010,ILT2-CD85j,3.218089628309676
SVM,positive,a_010,NKp46,0.24665995531827836
SVM,positive,a_010,NKG2D,-0.12298950166434314
SVM,positive,a_010,NKG2C,-0.05555074167497335
SVM,positive,a_010,2B4,1.806875950591571
SVM,positive,a_010,CD33,0.0678021452611958
SVM,positive,a_010,CD11b,0.20863263593486167
SVM,positive,a_010,NKp30,-0.056495512166130746
SVM,positive,a_010,CD122,-0.06595319732575397
SVM,positive,a_010,3DL1,-0.06822297575294883
SVM,positive,a_010,NKp44,-0.03926275633832772
SVM,positive,a_010,CD127,-0.024933372817889498
SVM,positive,a_010,2DL1,-0.09743797351274576
SVM,positive,a_010,CD94,1.8208610224280959
SVM,positive,a_010,CD34,0.8664236241308887
SVM,positive,a_010,CCR7,0.37490838974627705
SVM,positive,a_010,2DL3,-0.07792047318151533
SVM,positive,a_010,NKG2A,0.5647352381918807
SVM,positive,a_010,HLA-DR,4.822752011952181
SVM,positive,a_010,2DL4,1.0405879014734936
SVM,positive,a_010,CD56,0.7117844178044547
SVM,positive,a_010,2DL5,-0.09082475594194891
SVM,positive,a_010,CD25,-0.061097814916653614
SVM,positive,a_011,CD3,2.60924893778522
SVM,positive,a_011,CD27,0.8125670656426903
SVM,positive,a_011,CD19,0.691826581760593
SVM,positive,a_011,CD4,-0.06963586588133537
SVM,positive,a_011,CD8,2.944384168270943
SVM,positive,a_011,CD57,2.0115637339545693
SVM,positive,a_011,2DL1-S1,0.4512052888694124
SVM,positive,a_011,TRAIL,-0.05508098916535822
SVM,positive,a_011,2DL2-L3-S2,-0.12993036686907433
SVM,positive,a_011,CD16,3.0209556630400574
SVM,positive,a_011,CD10,0.04479760190777582
SVM,positive,a_011,3DL1-S1,-0.08472445117691237
SVM,positive,a_011,CD117,0.010186309788473905
SVM,positive,a_011,2DS4,1.0977733651290547
SVM,positive,a_011,ILT2-CD85j,1.3343059787634803
SVM,positive,a_011,NKp46,-0.07326292030904658
SVM,positive,a_011,NKG2D,0.9269666537285812
SVM,positive,a_011,NKG2C,-0.03313825958670801
SVM,positive,a_011,2B4,0.5050684768980249
SVM,positive,a_011,CD33,4.648017765199367
SVM,positive,a_011,CD11b,0.9133471249745055
SVM,positive,a_011,NKp30,-0.038113339455490884
SVM,positive,a_011,CD122,0.08691781828045277
SVM,positive,a_011,3DL1,-0.04555218953086534
SVM,positive,a_011,NKp44,-0.10169431716096825
SVM,positive,a_011,CD127,0.07731269832519674
SVM,positive,a_011,2DL1,-0.12253217235866687
SVM,positive,a_011,CD94,1.3785271290219618
SVM,positive,a_011,CD34,1.6619617587351152
SVM,positive,a_011,CCR7,0.2100813502210256
SVM,positive,a_011,2DL3,0.2185219507169773
SVM,positive,a_011,NKG2A,-0.003031342490697242
SVM,positive,a_011,HLA-DR,4.105668843045875
SVM,positive,a_011,2DL4,1.7912744171557198
SVM,positive,a_011,CD56,0.3758251589507363
SVM,positive,a_011,2DL5,0.41966532471841006
SVM,positive,a_011,CD25,-0.037508010215046836
SVM,positive,a_012,CD3,3.277034937472368
SVM,positive,a_012,CD27,0.6108239092933668
SVM,positive,a_012,CD19,-0.011838815225981965
SVM,positive,a_012,CD4,0.6320939480356645
SVM,positive,a_012,CD8,4.700286018963313
SVM,positive,a_012,CD57,2.8507508129584553
SVM,positive,a_012,2DL1-S1,0.003911910659527203
SVM,positive,a_012,TRAIL,-0.056685418341654734
SVM,positive,a_012,2DL2-L3-S2,0.22720203563786553
SVM,positive,a_012,CD16,3.452213663986329
SVM,positive,a_012,CD10,1.383715836850881
SVM,positive,a_012,3DL1-S1,-0.052178937475063095
SVM,positive,a_012,CD117,-0.11135362188087539
SVM,positive,a_012,2DS4,-0.08553934368006033
SVM,positive,a_012,ILT2-CD85j,2.159572387910453
SVM,positive,a_012,NKp46,-0.09089741784242018
SVM,positive,a_012,NKG2D,1.6229628847450452
SVM,positive,a_012,NKG2C,1.5379288137287122
SVM,positive,a_012,2B4,1.4845335188151918
SVM,positive,a_012,CD33,3.1081915514658527
SVM,positive,a_012,CD11b,1.7192710332420675
SVM,positive,a_012,NKp30,-0.08144055028671193
SVM,positive,a_012,CD122,0.7211184482851434
SVM,positive,a_012,3DL1,-0.08116184861804793
SVM,positive,a_012,NKp44,-0.07326083973251965
SVM,positive,a_012,CD127,0.3298872581468984
SVM,positive,a_012,2DL1,-0.08612355110429679
SVM,positive,a_012,CD94,2.4468620016281535
SVM,positive,a_012,CD34,0.3525581697152148
SVM,positive,a_012,CCR7,-0.13229434708964352
SVM,positive,a_012,2DL3,0.21321109170296226
SVM,positive,a_012,NKG2A,0.01432970447418352
SVM,positive,a_012,HLA-DR,3.019458106068031
SVM,positive,a_012,2DL4,0.8909352237849383
SVM,positive,a_012,CD56,0.5790085034251068
SVM,positive,a_012,2DL5,-0.030957909417238857
SVM,positive,a_012,CD25,-0.05314267155879505
SVM,positive,a_1a,CD3,4.957961581850745
SVM,positive,a_1a,CD27,2.3321026084675296
SVM,positive,a_1a,CD19,-0.016853912960970517
SVM,positive,a_1a,CD4,1.651315793314117
SVM,positive,a_1a,CD8,3.671602908661359
SVM,positive,a_1a,CD57,3.935673572690752
SVM,positive,a_1a,2DL1-S1,-0.08347626446097453
SVM,positive,a_1a,TRAIL,-0.015441987135885462
SVM,positive,a_1a,2DL2-L3-S2,-0.06595648630641585
SVM,positive,a_1a,CD16,2.093255994056961
SVM,positive,a_1a,CD10,1.1501789924156909
SVM,positive,a_1a,3DL1-S1,-0.07238009148239667
SVM,positive,a_1a,CD117,-0.053665379947010414
SVM,positive,a_1a,2DS4,1.9277965694068817
SVM,positive,a_1a,ILT2-CD85j,0.6493355658178516
SVM,positive,a_1a,NKp46,-0.006466274349829625
SVM,positive,a_1a,NKG2D,1.1463244088922802
SVM,positive,a_1a,NKG2C,1.9754646693085167
SVM,positive,a_1a,2B4,3.073955287110857
SVM,positive,a_1a,CD33,3.715174399080085
SVM,positive,a_1a,CD11b,1.2840667380069786
SVM,positive,a_1a,NKp30,1.7444312000188726
SVM,positive,a_1a,CD122,1.8497221318537815
SVM,positive,a_1a,3DL1,-0.07369484112814359
SVM,positive,a_1a,NKp44,-0.11815508548108061
SVM,positive,a_1a,CD127,1.4968885594337864
SVM,positive,a_1a,2DL1,-0.03918232214379993
SVM,positive,a_1a,CD94,3.5897708434183215
SVM,positive,a_1a,CD34,0.3214267793614398
SVM,positive,a_1a,CCR7,2.4075992125024253
SVM,positive,a_1a,2DL3,0.05760247586778953
SVM,positive,a_1a,NKG2A,3.042020850708826
SVM,positive,a_1a,HLA-DR,2.789624667524299
SVM,positive,a_1a,2DL4,1.3263136896330718
SVM,positive,a_1a,CD56,4.024814795349781
SVM,positive,a_1a,2DL5,-0.0393126724627728
SVM,positive,a_1a,CD25,-0.02109102997586955
SVM,positive,a_2a,CD3,4.34306934914303
SVM,positive,a_2a,CD27,2.6120676015251245
SVM,positive,a_2a,CD19,1.3215592001074032
SVM,positive,a_2a,CD4,-0.12158391350177153
SVM,positive,a_2a,CD8,4.439494324353454
SVM,positive,a_2a,CD57,1.0970059181379361
SVM,positive,a_2a,2DL1-S1,-0.09516459890315054
SVM,positive,a_2a,TRAIL,-0.16308158773106
SVM,positive,a_2a,2DL2-L3-S2,0.9936959516249257
SVM,positive,a_2a,CD16,3.394191335261694
SVM,positive,a_2a,CD10,0.9432099418450741
SVM,positive,a_2a,3DL1-S1,-0.19677299980264526
SVM,positive,a_2a,CD117,0.09800673895877891
SVM,positive,a_2a,2DS4,3.706447715234498
SVM,positive,a_2a,ILT2-CD85j,2.4933471612501936
SVM,positive,a_2a,NKp46,1.830701443189934
SVM,positive,a_2a,NKG2D,2.6423165334377314
SVM,positive,a_2a,NKG2C,3.619907450958156
SVM,positive,a_2a,2B4,2.2612835101240187
SVM,positive,a_2a,CD33,2.3035858655793895
SVM,positive,a_2a,CD11b,0.45204678527521736
SVM,positive,a_2a,NKp30,-0.12146008832710802
SVM,positive,a_2a,CD122,-0.027698244375937254
SVM,positive,a_2a,3DL1,1.0228179621083782
SVM,positive,a_2a,NKp44,-0.15024051897266275
SVM,positive,a_2a,CD127,2.0041947606855985
SVM,positive,a_2a,2DL1,-0.11410422473107694
SVM,positive,a_2a,CD94,2.705616123651816
SVM,positive,a_2a,CD34,0.32737701665424146
SVM,positive,a_2a,CCR7,-0.16747742549676325
SVM,positive,a_2a,2DL3,2.0902321661534544
SVM,positive,a_2a,NKG2A,-0.13512242194295823
SVM,positive,a_2a,HLA-DR,3.202789768042539
SVM,positive,a_2a,2DL4,-0.1538592837606079
SVM,positive,a_2a,CD56,3.6367548792127713
SVM,positive,a_2a,2DL5,-0.17252341469986315
SVM,positive,a_2a,CD25,-0.18078181233921403
SVM,positive,a_2b,CD3,5.687756114357386
SVM,positive,a_2b,CD27,2.994696882471445
SVM,positive,a_2b,CD19,-0.012230564458695595
SVM,positive,a_2b,CD4,1.949262019244766
SVM,positive,a_2b,CD8,4.667457227044613
SVM,positive,a_2b,CD57,0.4066889707809316
SVM,positive,a_2b,2DL1-S1,0.14025189511680494
SVM,positive,a_2b,TRAIL,-0.0916359586835977
SVM,positive,a_2b,2DL2-L3-S2,-0.029133743201879257
SVM,positive,a_2b,CD16,-0.033485734704955195
SVM,positive,a_2b,CD10,-0.06517031647589598
SVM,positive,a_2b,3DL1-S1,-0.07583352517759111
SVM,positive,a_2b,CD117,-0.15501385788068078
SVM,positive,a_2b,2DS4,-0.04739100340133578
SVM,positive,a_2b,ILT2-CD85j,-0.06912792224134241
SVM,positive,a_2b,NKp46,-0.08824095858075855
SVM,positive,a_2b,NKG2D,2.167139945765135
SVM,positive,a_2b,NKG2C,2.3588250423068935
SVM,positive,a_2b,2B4,2.2271231720190867
SVM,positive,a_2b,CD33,-0.0018920181206788275
SVM,positive,a_2b,CD11b,1.914092506761671
SVM,positive,a_2b,NKp30,0.1532845830726256
SVM,positive,a_2b,CD122,2.388707991245232
SVM,positive,a_2b,3DL1,-0.14099803913228026
SVM,positive,a_2b,NKp44,-0.08727621973675134
SVM,positive,a_2b,CD127,3.0821776863808688
SVM,positive,a_2b,2DL1,0.029958070234722484
SVM,positive,a_2b,CD94,-0.02410306596858488
SVM,positive,a_2b,CD34,-0.09032970918022372
SVM,positive,a_2b,CCR7,1.4534801151807002
SVM,positive,a_2b,2DL3,-0.07287414423625538
SVM,positive,a_2b,NKG2A,-0.09199778831177381
SVM,positive,a_2b,HLA-DR,2.235505653678836
SVM,positive,a_2b,2DL4,-0.03455874820453463
SVM,positive,a_2b,CD56,0.7290898047050487
SVM,positive,a_2b,2DL5,-0.05650074306357269
SVM,positive,a_2b,CD25,-0.09516120489709252
SVM,positive,a_3a,CD3,5.0934958956019445
SVM,positive,a_3a,CD27,-0.05270733898863764
SVM,positive,a_3a,CD19,0.2836739059855806
SVM,positive,a_3a,CD4,1.2057370090794435
SVM,positive,a_3a,CD8,2.390941984490013
SVM,positive,a_3a,CD57,3.6876089951867477
SVM,positive,a_3a,2DL1-S1,1.3773280434682726
SVM,positive,a_3a,TRAIL,-0.015806070449896337
SVM,positive,a_3a,2DL2-L3-S2,-0.027895697880132162
SVM,positive,a_3a,CD16,4.253982198312472
SVM,positive,a_3a,CD10,0.8392961420639506
SVM,positive,a_3a,3DL1-S1,-0.04310211086017093
SVM,positive,a_3a,CD117,1.3785375220116824
SVM,positive,a_3a,2DS4,-0.15581977080713832
SVM,positive,a_3a,ILT2-CD85j,-0.08605582314265887
SVM,positive,a_3a,NKp46,0.2712423260626317
SVM,positive,a_3a,NKG2D,0.27087627002732484
SVM,positive,a_3a,NKG2C,2.5457174968293996
SVM,positive,a_3a,2B4,0.4807135367932671
SVM,positive,a_3a,CD33,2.1197143560964355
SVM,positive,a_3a,CD11b,0.5737918755970063
SVM,positive,a_3a,NKp30,2.5041462312276237
SVM,positive,a_3a,CD122,1.8670580353190023
SVM,positive,a_3a,3DL1,-0.05155897139006141
SVM,positive,a_3a,NKp44,-0.1310934427583136
SVM,positive,a_3a,CD127,0.01375812548410976
SVM,positive,a_3a,2DL1,2.9915272840151643
