split_id,split_seed,donor_id,label,outer_partition,inner_fold
7,2904491693,a_010,0,test,-1
7,2904491693,a_011,0,train,0
7,2904491693,a_012,1,test,-1
7,2904491693,a_1a,0,test,-1
7,2904491693,a_2a,0,test,-1
7,2904491693,a_2b,0,train,1
7,2904491693,a_3a,0,train,1
7,2904491693,a_3b,0,train,2
7,2904491693,a_4a,1,train,0
7,2904491693,a_4b,1,train,1
7,2904491693,a_5a,1,train,0
7,2904491693,a_5b,1,train,1
8,4245388044,a_001,1,test,-1
8,4245388044,a_002,1,train,0
8,4245388044,a_003,0,train,1
8,4245388044,a_004,0,train,2
8,4245388044,a_005,1,train,0
8,4245388044,a_006,0,test,-1
8,4245388044,a_007,1,train,0
8,4245388044,a_009,0,train,1
8,4245388044,a_010,0,test,-1
8,4245388044,a_011,0,train,2
8,4245388044,a_012,1,train,2
8,4245388044,a_1a,0,train,0
8,4245388044,a_2a,0,test,-1
8,4245388044,a_2b,0,test,-1
8,4245388044,a_3a,0,train,1
8,4245388044,a_3b,0,train,0
8,4245388044,a_4a,1,train,1
8,4245388044,a_4b,1,train,2
8,4245388044,a_5a,1,test,-1
8,4245388044,a_5b,1,train,1
9,1679802727,a_001,1,train,0
9,1679802727,a_002,1,train,2
9,1679802727,a_003,0,test,-1
9,1679802727,a_004,0,train,0
9,1679802727,a_005,1,train,0
9,1679802727,a_006,0,train,1
9,1679802727,a_007,1,test,-1
9,1679802727,a_009,0,train,0
9,1679802727,a_010,0,train,2
9,1679802727,a_011,0,test,-1
9,1679802727,a_012,1,train,1
9,1679802727,a_1a,0,train,1
9,1679802727,a_2a,0,train,1
9,1679802727,a_2b,0,test,-1
9,1679802727,a_3a,0,test,-1
9,1679802727,a_3b,0,train,2
9,1679802727,a_4a,1,train,1
9,1679802727,a_4b,1,test,-1
9,1679802727,a_5a,1,train,0
9,1679802727,a_5b,1,train,2
10,3605303106,a_001,1,train,0
10,3605303106,a_002,1,test,-1
10,3605303106,a_003,0,test,-1
10,3605303106,a_004,0,train,1
10,3605303106,a_005,1,train,0
10,3605303106,a_006,0,train,2
10,3605303106,a_007,1,test,-1
10,3605303106,a_009,0,test,-1
10,3605303106,a_010,0,test,-1
10,3605303106,a_011,0,train,0
10,3605303106,a_012,1,train,1
10,3605303106,a_1a,0,train,1
10,3605303106,a_2a,0,test,-1
10,3605303106,a_2b,0,train,0
10,3605303106,a_3a,0,train,2
10,3605303106,a_3b,0,train,1
10,3605303106,a_4a,1,train,2
10,3605303106,a_4b,1,train,0
10,3605303106,a_5a,1,train,2
10,3605303106,a_5b,1,train,1
11,1429424934,a_001,1,train,1
11,1429424934,a_002,1,test,-1
11,1429424934,a_003,0,test,-1
11,1429424934,a_004,0,train,0
11,1429424934,a_005,1,train,0
11,1429424934,a_006,0,test,-1
11,1429424934,a_007,1,train,2
11,1429424934,a_009,0,train,0
11,1429424934,a_010,0,test,-1
11,1429424934,a_011,0,test,-1
11,1429424934,a_012,1,test,-1
11,1429424934,a_1a,0,train,2
11,1429424934,a_2a,0,train,1
11,1429424934,a_2b,0,train,2
11,1429424934,a_3a,0,train,1
11,1429424934,a_3b,0,train,1
11,1429424934,a_4a,1,train,2
11,1429424934,a_4b,1,train,0
11,1429424934,a_5a,1,train,0
11,1429424934,a_5b,1,train,1
12,2437408156,a_001,1,test,-1
12,2437408156,a_002,1,train,0
12,2437408156,a_003,0,test,-1
12,2437408156,a_004,0,test,-1
12,2437408156,a_005,1,train,2
12,2437408156,a_006,0,test,-1
12,2437408156,a_007,1,train,0
12,2437408156,a_009,0,train,1
12,2437408156,a_010,0,train,0
12,2437408156,a_011,0,train,0
12,2437408156,a_012,1,train,1
12,2437408156,a_1a,0,train,2
12,2437408156,a_2a,0,train,1
12,2437408156,a_2b,0,train,2
12,2437408156,a_3a,0,test,-1
12,2437408156,a_3b,0,train,1
12,2437408156,a_4a,1,test,-1
12,2437408156,a_4b,1,train,1
12,2437408156,a_5a,1,train,0
12,2437408156,a_5b,1,train,2
13,2569716528,a_001,1,train,0
13,2569716528,a_002,1,train,2
13,2569716528,a_003,0,train,0
13,2569716528,a_004,0,test,-1
13,2569716528,a_005,1,train,0
13,2569716528,a_006,0,train,2
13,2569716528,a_007,1,train,1
13,2569716528,a_009,0,test,-1
13,2569716528,a_010,0,train,0
13,2569716528,a_011,0,train,1
13,2569716528,a_012,1,train,1
13,2569716528,a_1a,0,test,-1
13,2569716528,a_2a,0,train,1
13,2569716528,a_2b,0,train,1
13,2569716528,a_3a,0,train,2
13,2569716528,a_3b,0,test,-1
13,2569716528,a_4a,1,train,0
13,2569716528,a_4b,1,test,-1
13,2569716528,a_5a,1,test,-1
13,2569716528,a_5b,1,train,2
14,915442270,a_001,1,train,1
14,915442270,a_002,1,train,0
14,915442270,a_003,0,train,1
14,915442270,a_004,0,train,0
14,915442270,a_005,1,test,-1
14,915442270,a_006,0,train,2
14,915442270,a_007,1,train,2
14,915442270,a_009,0,train,2
14,915442270,a_010,0,test,-1
14,915442270,a_011,0,train,1
14,915442270,a_012,1,train,0
14,915442270,a_1a,0,train,1
14,915442270,a_2a,0,test,-1
14,915442270,a_2b,0,train,0
14,915442270,a_3a,0,test,-1
14,915442270,a_3b,0,test,-1
14,915442270,a_4a,1,train,0
14,915442270,a_4b,1,train,1
14,915442270,a_5a,1,test,-1
14,915442270,a_5b,1,train,2
15,802017219,a_001,1,train,1
15,802017219,a_002,1,test,-1
15,802017219,a_003,0,test,-1
15,802017219,a_004,0,train,2
15,802017219,a_005,1,train,0
15,802017219,a_006,0,train,1
15,802017219,a_007,1,train,2
15,802017219,a_009,0,train,0
15,802017219,a_010,0,train,2
15,802017219,a_011,0,test,-1
15,802017219,a_012,1,train,0
15,802017219,a_1a,0,test,-1
15,802017219,a_2a,0,train,0
15,802017219,a_2b,0,train,1
15,802017219,a_3a,0,test,-1
15,802017219,a_3b,0,train,1
15,802017219,a_4a,1,train,2
15,802017219,a_4b,1,test,-1
15,802017219,a_5a,1,train,1
15,802017219,a_5b,1,train,0
16,984129068,a_001,1,train,2
16,984129068,a_002,1,train,0
16,984129068,a_003,0,test,-1
16,984129068,a_004,0,train,0
16,984129068,a_005,1,train,0
16,984129068,a_006,0,test,-1
16,984129068,a_007,1,train,0
16,984129068,a_009,0,train,1
16,984129068,a_010,0,train,0
16,984129068,a_011,0,train,2
16,984129068,a_012,1,test,-1
16,984129068,a_1a,0,train,1
16,984129068,a_2a,0,test,-1
16,984129068,a_2b,0,test,-1
16,984129068,a_3a,0,train,2
16,984129068,a_3b,0,train,1
16,984129068,a_4a,1,train,2
16,984129068,a_4b,1,train,1
16,984129068,a_5a,1,test,-1
16,984129068,a_5b,1,train,1
17,2889465206,a_001,1,train,1
17,2889465206,a_002,1,train,0
17,2889465206,a_003,0,train,1
17,2889465206,a_004,0,test,-1
17,2889465206,a_005,1,train,1
17,2889465206,a_006,0,train,2
17,2889465206,a_007,1,test,-1
17,2889465206,a_009,0,test,-1
17,2889465206,a_010,0,train,0
17,2889465206,a_011,0,test,-1
17,2889465206,a_012,1,train,0
17,2889465206,a_1a,0,train,1
17,2889465206,a_2a,0,test,-1
17,2889465206,a_2b,0,train,1
17,2889465206,a_3a,0,train,2
17,2889465206,a_3b,0,train,0
17,2889465206,a_4a,1,test,-1
17,2889465206,a_4b,1,train,2
17,2889465206,a_5a,1,train,2
17,2889465206,a_5b,1,train,0
18,2634853374,a_001,1,train,0
18,2634853374,a_002,1,train,0
18,2634853374,a_003,0,test,-1
18,2634853374,a_004,0,test,-1
18,2634853374,a_005,1,test,-1
18,2634853374,a_006,0,train,2
18,2634853374,a_007,1,train,2
18,2634853374,a_009,0,train,1
18,2634853374,a_010,0,train,2
18,2634853374,a_011,0,train,1
18,2634853374,a_012,1,train,2
18,2634853374,a_1a,0,test,-1
18,2634853374,a_2a,0,train,0
18,2634853374,a_2b,0,train,1
18,2634853374,a_3a,0,test,-1
18,2634853374,a_3b,0,train,0
18,2634853374,a_4a,1,test,-1
18,2634853374,a_4b,1,train,0
18,2634853374,a_5a,1,train,1
18,2634853374,a_5b,1,train,1
19,4045012504,a_001,1,train,2
19,4045012504,a_002,1,train,0
19,4045012504,a_003,0,test,-1
19,4045012504,a_004,0,train,1
19,4045012504,a_005,1,test,-1
19,4045012504,a_006,0,test,-1
19,4045012504,a_007,1,train,0
19,4045012504,a_009,0,train,0
19,4045012504,a_010,0,train,2
19,4045012504,a_011,0,train,1
19,4045012504,a_012,1,train,0
19,4045012504,a_1a,0,train,0
19,4045012504,a_2a,0,test,-1
19,4045012504,a_2b,0,test,-1
19,4045012504,a_3a,0,train,2
19,4045012504,a_3b,0,train,1
19,4045012504,a_4a,1,train,1
19,4045012504,a_4b,1,test,-1
19,4045012504,a_5a,1,train,1
19,4045012504,a_5b,1,train,2
20,3032918238,a_001,1,train,0
20,3032918238,a_002,1,test,-1
20,3032918238,a_003,0,test,-1
20,3032918238,a_004,0,train,0
20,3032918238,a_005,1,train,0
20,3032918238,a_006,0,train,1
20,3032918238,a_007,1,train,1
20,3032918238,a_009,0,test,-1
20,3032918238,a_010,0,train,2
20,3032918238,a_011,0,test,-1
20,3032918238,a_012,1,test,-1
20,3032918238,a_1a,0,train,1
20,3032918238,a_2a,0,train,1
20,3032918238,a_2b,0,test,-1
20,3032918238,a_3a,0,train,2
20,3032918238,a_3b,0,train,0
20,3032918238,a_4a,1,train,1
20,3032918238,a_4b,1,train,0
20,3032918238,a_5a,1,train,2
20,3032918238,a_5b,1,train,2
21,1066207224,a_001,1,train,0
21,1066207224,a_002,1,train,1
21,1066207224,a_003,0,train,1
21,1066207224,a_004,0,train,1
21,1066207224,a_005,1,train,0
21,1066207224,a_006,0,test,-1
21,1066207224,a_007,1,train,2
21,1066207224,a_009,0,test,-1
21,1066207224,a_010,0,test,-1
21,1066207224,a_011,0,train,0
21,1066207224,a_012,1,test,-1
21,1066207224,a_1a,0,train,2
21,1066207224,a_2a,0,train,0
21,1066207224,a_2b,0,train,1
21,1066207224,a_3a,0,test,-1
21,1066207224,a_3b,0,train,2
21,1066207224,a_4a,1,train,2
21,1066207224,a_4b,1,train,1
21,1066207224,a_5a,1,test,-1
21,1066207224,a_5b,1,train,0
22,3929519758,a_001,1,train,0
22,3929519758,a_002,1,train,1
22,3929519758,a_003,0,train,1
22,3929519758,a_004,0,test,-1
22,3929519758,a_005,1,test,-1
22,3929519758,a_006,0,train,2
22,3929519758,a_007,1,train,2
22,3929519758,a_009,0,train,0
22,3929519758,a_010,0,test,-1
22,3929519758,a_011,0,train,2
22,3929519758,a_012,1,train,1
22,3929519758,a_1a,0,train,1
22,3929519758,a_2a,0,test,-1
22,3929519758,a_2b,0,train,0
22,3929519758,a_3a,0,train,1
22,3929519758,a_3b,0,test,-1
22,3929519758,a_4a,1,test,-1
22,3929519758,a_4b,1,train,0
22,3929519758,a_5a,1,train,0
22,3929519758,a_5b,1,train,2
23,4075413513,a_001,1,train,2
23,4075413513,a_002,1,train,0
23,4075413513,a_003,0,train,1
23,4075413513,a_004,0,train,0
23,4075413513,a_005,1,train,2
23,4075413513,a_006,0,train,1
23,4075413513,a_007,1,test,-1
23,4075413513,a_009,0,test,-1
23,4075413513,a_010,0,test,-1
23,4075413513,a_011,0,test,-1
23,4075413513,a_012,1,train,0
23,4075413513,a_1a,0,train,2
23,4075413513,a_2a,0,test,-1
23,4075413513,a_2b,0,train,1
23,4075413513,a_3a,0,train,0
23,4075413513,a_3b,0,train,2
23,4075413513,a_4a,1,train,1
23,4075413513,a_4b,1,train,1
23,4075413513,a_5a,1,train,0
23,4075413513,a_5b,1,test,-1
24,3145778132,a_001,1,train,2
24,3145778132,a_002,1,train,0
24,3145778132,a_003,0,test,-1
24,3145778132,a_004,0,test,-1
24,3145778132,a_005,1,train,0
24,3145778132,a_006,0,train,0
24,3145778132,a_007,1,train,1
24,3145778132,a_009,0,train,1
24,3145778132,a_010,0,train,1
24,3145778132,a_011,0,train,2
24,3145778132,a_012,1,train,2
24,3145778132,a_1a,0,train,2
24,3145778132,a_2a,0,test,-1
24,3145778132,a_2b,0,train,1
24,3145778132,a_3a,0,test,-1
24,3145778132,a_3b,0,train,0
24,3145778132,a_4a,1,test,-1
24,3145778132,a_4b,1,train,1
24,3145778132,a_5a,1,train,0
24,3145778132,a_5b,1,test,-1
25,2865763038,a_001,1,train,1
25,2865763038,a_002,1,train,0
25,2865763038,a_003,0,train,2
25,2865763038,a_004,0,train,0
25,2865763038,a_005,1,train,2
25,2865763038,a_006,0,train,0
25,2865763038,a_007,1,test,-1
25,2865763038,a_009,0,train,1
25,2865763038,a_010,0,train,1
25,2865763038,a_011,0,test,-1
25,2865763038,a_012,1,train,1
25,2865763038,a_1a,0,test,-1
25,2865763038,a_2a,0,train,1
25,2865763038,a_2b,0,test,-1
25,2865763038,a_3a,0,train,2
25,2865763038,a_3b,0,test,-1
25,2865763038,a_4a,1,train,0
25,2865763038,a_4b,1,test,-1
25,2865763038,a_5a,1,train,0
25,2865763038,a_5b,1,train,2
26,561033802,a_001,1,train,2
26,561033802,a_002,1,train,0
26,561033802,a_003,0,test,-1
26,561033802,a_004,0,test,-1
26,561033802,a_005,1,train,2
26,561033802,a_006,0,train,2
26,561033802,a_007,1,test,-1
26,561033802,a_009,0,train,1
26,561033802,a_010,0,test,-1
26,561033802,a_011,0,train,1
26,561033802,a_012,1,train,0
26,561033802,a_1a,0,train,1
26,561033802,a_2a,0,train,2
26,561033802,a_2b,0,train,0
26,561033802,a_3a,0,train,0
26,561033802,a_3b,0,test,-1
26,561033802,a_4a,1,test,-1
26,561033802,a_4b,1,train,0
26,561033802,a_5a,1,train,1
26,561033802,a_5b,1,train,1
27,411878496,a_001,1,test,-1
27,411878496,a_002,1,train,0
27,411878496,a_003,0,train,1
27,411878496,a_004,0,train,1
27,411878496,a_005,1,train,0
27,411878496,a_006,0,test,-1
27,411878496,a_007,1,train,1
27,411878496,a_009,0,train,1
27,411878496,a_010,0,train,2
27,411878496,a_011,0,test,-1
27,411878496,a_012,1,train,2
27,411878496,a_1a,0,train,0
27,411878496,a_2a,0,train,2
27,411878496,a_2b,0,test,-1
27,411878496,a_3a,0,test,-1
27,411878496,a_3b,0,train,0
27,411878496,a_4a,1,train,1
27,411878496,a_4b,1,train,2
27,411878496,a_5a,1,train,0
27,411878496,a_5b,1,test,-1
28,1143809828,a_001,1,train,1
28,1143809828,a_002,1,train,2
28,1143809828,a_003,0,test,-1
28,1143809828,a_004,0,test,-1
28,1143809828,a_005,1,train,2
28,1143809828,a_006,0,train,0
28,1143809828,a_007,1,train,0
28,1143809828,a_009,0,train,2
28,1143809828,a_010,0,train,1
28,1143809828,a_011,0,train,1
28,1143809828,a_012,1,train,0
28,1143809828,a_1a,0,train,2
28,1143809828,a_2a,0,train,0
28,1143809828,a_2b,0,train,1
28,1143809828,a_3a,0,test,-1
28,1143809828,a_3b,0,test,-1
28,1143809828,a_4a,1,train,1
28,1143809828,a_4b,1,test,-1
28,1143809828,a_5a,1,train,0
28,1143809828,a_5b,1,test,-1
29,1897686915,a_001,1,train,0
29,1897686915,a_002,1,train,2
29,1897686915,a_003,0,train,1
29,1897686915,a_004,0,test,-1
29,1897686915,a_005,1,train,1
29,1897686915,a_006,0,train,1
29,1897686915,a_007,1,train,0
29,1897686915,a_009,0,test,-1
29,1897686915,a_010,0,train,0
29,1897686915,a_011,0,train,1
29,1897686915,a_012,1,test,-1
29,1897686915,a_1a,0,train,0
29,1897686915,a_2a,0,train,2
29,1897686915,a_2b,0,test,-1
29,1897686915,a_3a,0,train,2
29,1897686915,a_3b,0,test,-1
29,1897686915,a_4a,1,train,1
29,1897686915,a_4b,1,train,2
29,1897686915,a_5a,1,train,0
29,1897686915,a_5b,1,test,-1
30,310984977,a_001,1,train,2
30,310984977,a_002,1,train,0
30,310984977,a_003,0,train,1
30,310984977,a_004,0,test,-1
30,310984977,a_005,1,test,-1
30,310984977,a_006,0,train,1
30,310984977,a_007,1,test,-1
30,310984977,a_009,0,train,0
30,310984977,a_010,0,train,1
30,310984977,a_011,0,train,2
30,310984977,a_012,1,train,0
30,310984977,a_1a,0,test,-1
30,310984977,a_2a,0,train,2
30,310984977,a_2b,0,test,-1
30,310984977,a_3a,0,test,-1
30,310984977,a_3b,0,train,0
30,310984977,a_4a,1,train,2
30,310984977,a_4b,1,train,1
30,310984977,a_5a,1,train,1
30,310984977,a_5b,1,train,0
31,3807402261,a_001,1,test,-1
31,3807402261,a_002,1,train,1
31,3807402261,a_003,0,test,-1
31,3807402261,a_004,0,test,-1
31,3807402261,a_005,1,train,0
31,3807402261,a_006,0,train,1
31,3807402261,a_007,1,test,-1
31,3807402261,a_009,0,train,1
31,3807402261,a_010,0,test,-1
31,3807402261,a_011,0,train,0
31,3807402261,a_012,1,train,0
31,3807402261,a_1a,0,test,-1
31,3807402261,a_2a,0,train,1
31,3807402261,a_2b,0,train,0
31,3807402261,a_3a,0,train,2
31,3807402261,a_3b,0,train,2
31,3807402261,a_4a,1,train,2
31,3807402261,a_4b,1,train,2
31,3807402261,a_5a,1,train,0
31,3807402261,a_5b,1,train,1
32,2035922533,a_001,1,train,1
32,2035922533,a_002,1,train,1
32,2035922533,a_003,0,test,-1
32,2035922533,a_004,0,train,1
32,2035922533,a_005,1,train,0
32,2035922533,a_006,0,train,2
32,2035922533,a_007,1,train,0
32,2035922533,a_009,0,test,-1
32,2035922533,a_010,0,train,1
32,2035922533,a_011,0,test,-1
32,2035922533,a_012,1,test,-1
32,2035922533,a_1a,0,train,0
32,2035922533,a_2a,0,train,1
32,2035922533,a_2b,0,train,0
32,2035922533,a_3a,0,test,-1
32,2035922533,a_3b,0,train,2
32,2035922533,a_4a,1,test,-1
32,2035922533,a_4b,1,train,2
32,2035922533,a_5a,1,train,2
32,2035922533,a_5b,1,train,0
33,2995539971,a_001,1,train,1
33,2995539971,a_002,1,train,0
33,2995539971,a_003,0,train,0
33,2995539971,a_004,0,train,1
33,2995539971,a_005,1,train,2
33,2995539971,a_006,0,train,0
33,2995539971,a_007,1,test,-1
33,2995539971,a_009,0,test,-1
33,2995539971,a_010,0,train,2
33,2995539971,a_011,0,test,-1
33,2995539971,a_012,1,train,1
33,2995539971,a_1a,0,train,1
33,2995539971,a_2a,0,train,1
33,2995539971,a_2b,0,test,-1
33,2995539971,a_3a,0,test,-1
33,2995539971,a_3b,0,train,2
33,2995539971,a_4a,1,train,0
33,2995539971,a_4b,1,test,-1
33,2995539971,a_5a,1,train,2
33,2995539971,a_5b,1,train,0
34,913046978,a_001,1,train,1
34,913046978,a_002,1,train,1
34,913046978,a_003,0,train,0
34,913046978,a_004,0,train,0
34,913046978,a_005,1,test,-1
34,913046978,a_006,0,train,1
34,913046978,a_007,1,train,2
34,913046978,a_009,0,test,-1
34,913046978,a_010,0,test,-1
34,913046978,a_011,0,test,-1
34,913046978,a_012,1,train,2
34,913046978,a_1a,0,train,1
34,913046978,a_2a,0,test,-1
34,913046978,a_2b,0,train,2
34,913046978,a_3a,0,train,2
34,913046978,a_3b,0,train,1
34,913046978,a_4a,1,train,0
34,913046978,a_4b,1,train,0
34,913046978,a_5a,1,test,-1
34,913046978,a_5b,1,train,0
35,1402190273,a_001,1,train,2
35,1402190273,a_002,1,train,0
35,1402190273,a_003,0,train,0
35,1402190273,a_004,0,test,-1
35,1402190273,a_005,1,train,2
35,1402190273,a_006,0,train,1
35,1402190273,a_007,1,train,0
35,1402190273,a_009,0,test,-1
35,1402190273,a_010,0,train,0
35,1402190273,a_011,0,train,1
35,1402190273,a_012,1,test,-1
35,1402190273,a_1a,0,train,1
35,1402190273,a_2a,0,train,2
35,1402190273,a_2b,0,test,-1
35,1402190273,a_3a,0,test,-1
35,1402190273,a_3b,0,train,2
35,1402190273,a_4a,1,train,1
35,1402190273,a_4b,1,train,0
35,1402190273,a_5a,1,train,1
35,1402190273,a_5b,1,test,-1
36,498139153,a_001,1,train,1
36,498139153,a_002,1,train,0
36,498139153,a_003,0,test,-1
36,498139153,a_004,0,train,1
36,498139153,a_005,1,train,2
36,498139153,a_006,0,train,1
36,498139153,a_007,1,train,1
36,498139153,a_009,0,test,-1
36,498139153,a_010,0,train,2
36,498139153,a_011,0,test,-1
36,498139153,a_012,1,train,2
36,498139153,a_1a,0,train,1
36,498139153,a_2a,0,train,2
36,498139153,a_2b,0,train,0
36,498139153,a_3a,0,test,-1
36,498139153,a_3b,0,train,0
36,498139153,a_4a,1,train,0
36,498139153,a_4b,1,test,-1
36,498139153,a_5a,1,train,0
36,498139153,a_5b,1,test,-1
37,3152197458,a_001,1,train,1
37,3152197458,a_002,1,train,0
37,3152197458,a_003,0,train,2
37,3152197458,a_004,0,test,-1
37,3152197458,a_005,1,train,0
37,3152197458,a_006,0,train,2
37,3152197458,a_007,1,test,-1
37,3152197458,a_009,0,train,0
37,3152197458,a_010,0,train,1
37,3152197458,a_011,0,test,-1
37,3152197458,a_012,1,train,2
37,3152197458,a_1a,0,train,0
37,3152197458,a_2a,0,test,-1
37,3152197458,a_2b,0,test,-1
37,3152197458,a_3a,0,train,1
37,3152197458,a_3b,0,train,1
37,3152197458,a_4a,1,test,-1
37,3152197458,a_4b,1,train,2
37,3152197458,a_5a,1,train,0
37,3152197458,a_5b,1,train,1
38,3325497001,a_001,1,train,0
38,3325497001,a_002,1,test,-1
38,3325497001,a_003,0,train,0
38,3325497001,a_004,0,test,-1
38,3325497001,a_005,1,train,2
38,3325497001,a_006,0,test,-1
38,3325497001,a_007,1,train,1
38,3325497001,a_009,0,train,1
38,3325497001,a_010,0,train,2
38,3325497001,a_011,0,test,-1
38,3325497001,a_012,1,train,1
38,3325497001,a_1a,0,train,2
38,3325497001,a_2a,0,train,0
38,3325497001,a_2b,0,train,1
38,3325497001,a_3a,0,test,-1
38,3325497001,a_3b,0,train,1
38,3325497001,a_4a,1,train,0
38,3325497001,a_4b,1,train,0
38,3325497001,a_5a,1,train,2
38,3325497001,a_5b,1,test,-1
39,945472433,a_001,1,test,-1
39,945472433,a_002,1,train,0
39,945472433,a_003,0,train,1
39,945472433,a_004,0,train,1
39,945472433,a_005,1,train,0
39,945472433,a_006,0,train,1
39,945472433,a_007,1,train,1
39,945472433,a_009,0,test,-1
39,945472433,a_010,0,train,2
39,945472433,a_011,0,train,0
39,945472433,a_012,1,train,2
39,945472433,a_1a,0,test,-1
39,945472433,a_2a,0,train,0
39,945472433,a_2b,0,test,-1
39,945472433,a_3a,0,test,-1
39,945472433,a_3b,0,train,2
39,945472433,a_4a,1,test,-1
