"method","gate","run_mode","split_id","split_seed","cluster_id","marker","centroid","coefficient","transform_cofactor","minimum_cluster_size_fraction"
"citrus","gated_alive","full",1,976400780,13959,"TRAIL",-0.0747206228748558,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2DL2-L3-S2",-0.047449028023907,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD16",0.219273100796133,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD10",-0.0192740796018059,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"3DL1-S1",-0.0760872378698901,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD117",-0.0621377310063408,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2DS4",-0.0427969747788268,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"ILT2-CD85j",0.137064621338032,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"NKp46",-0.0361191287360108,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"NKG2D",0.0346408081279877,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"NKG2C",0.102180527433539,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2B4",0.312463668783182,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD33",1.31535740692088,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD11b",0.124282284671688,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"NKp30",-0.0227399818696675,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD122",0.0466761755078944,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"3DL1",-0.0587371159264665,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"NKp44",-0.0423779530535343,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD127",2.72635026183389,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2DL1",0.102690210884862,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD94",0.0487016308996327,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD34",0.02827227436169,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CCR7",0.943621767945233,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2DL3",-0.0060702268150016,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"NKG2A",0.0634728323959775,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"HLA-DR",0.7780678746265,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2DL4",0.010055022881316,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD56",0.066875887497104,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"2DL5",-0.0208742046518818,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13959,"CD25",-0.00518031471177162,-17.2124089389378,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD3",3.89174893955267,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD27",0.525662205677915,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD19",0.371024248122574,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD4",0.815302750388956,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD8",3.63594410980154,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD57",3.53488374820053,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DL1-S1",0.850368976001745,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"TRAIL",-0.00177428384427269,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DL2-L3-S2",0.280482048583888,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD16",0.779420462161606,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD10",0.0889971126162822,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"3DL1-S1",-0.0370720731077275,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD117",0.0166524683426826,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DS4",0.267644201872066,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"ILT2-CD85j",0.848831575312855,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"NKp46",0.0736341904983713,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"NKG2D",1.20956803549114,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"NKG2C",0.287486282753773,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2B4",0.985025411558136,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD33",0.997343996583387,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD11b",0.915123837193199,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"NKp30",0.791964827216308,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD122",0.419758639553557,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"3DL1",0.00409649813568085,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"NKp44",-0.0297565285231689,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD127",0.283285732979086,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DL1",0.0305334348538767,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD94",0.910893647314627,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD34",0.157272734703207,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CCR7",0.10715381087494,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DL3",0.12541505200759,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"NKG2A",0.222551450477372,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"HLA-DR",1.4057529176753,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DL4",0.217252802011969,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD56",0.728202385676776,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"2DL5",0.0184381920945515,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13973,"CD25",0.00806626228079916,3.33790199642495,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD3",4.54368568525381,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD27",1.35644386320076,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD19",0.917648579474116,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD4",1.82603299418305,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD8",2.71872349296915,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD57",1.08423764268559,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DL1-S1",0.2930351518305,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"TRAIL",0.0288552208329655,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DL2-L3-S2",0.170033388055829,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD16",1.07332769006709,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD10",0.2976938837495,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"3DL1-S1",0.0830018971358819,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD117",0.182928067977973,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DS4",0.690161811927819,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"ILT2-CD85j",2.7728393751446,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"NKp46",0.441054169033447,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"NKG2D",0.879607913807904,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"NKG2C",0.467874605794969,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2B4",2.69174891477724,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD33",4.3785957552768,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD11b",1.44676876114419,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"NKp30",0.59203712414992,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD122",0.455620961734559,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"3DL1",0.229880380767839,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"NKp44",0.109095183143621,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD127",1.79753768066842,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DL1",0.270825417264298,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD94",1.03872747521373,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD34",1.50409170345897,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CCR7",0.902036663845265,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DL3",0.524482479191274,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"NKG2A",1.35699487586433,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"HLA-DR",5.38783059329867,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DL4",2.06138852117101,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD56",1.28505884004167,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"2DL5",0.660127439486157,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13978,"CD25",0.189139618834673,4.14767579623146,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD3",4.25077709368525,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD27",1.21763186169417,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD19",0.369038486681844,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD4",0.792440596010883,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD8",4.02674846368342,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD57",1.59588730039752,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DL1-S1",0.351081988754062,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"TRAIL",-0.0294988943962169,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DL2-L3-S2",0.102083109781032,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD16",0.582271718082369,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD10",0.0722826361697433,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"3DL1-S1",-0.0543862928643645,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD117",-0.000684221888145292,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DS4",0.109157611023793,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"ILT2-CD85j",0.547052936833089,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"NKp46",0.0448785972908393,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"NKG2D",1.17820635584761,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"NKG2C",0.279155989291529,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2B4",0.749477735814572,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD33",1.34906479595289,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD11b",1.04424584085639,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"NKp30",0.367331952262104,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD122",0.335661490384704,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"3DL1",-0.00122721434018921,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"NKp44",-0.0221188918427629,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD127",1.41958010735132,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DL1",0.0986090662331107,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD94",0.501722876962716,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD34",0.11174102258377,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CCR7",0.698254328834756,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DL3",0.0675404991457886,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"NKG2A",0.20984586556704,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"HLA-DR",1.64518385193009,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DL4",0.188111423691588,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD56",0.436108810601668,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"2DL5",0.0261755962330775,7.9992937590659,5,0.05
"citrus","gated_alive","full",1,976400780,13989,"CD25",-0.00843571701784857,7.9992937590659,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD3",5.29156544526679,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD27",1.64743376989484,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD19",0.301683104491853,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD4",2.76433408581001,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD8",0.860106867096539,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD57",0.0837916873608645,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DL1-S1",-0.0312961703272376,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"TRAIL",-0.0610028713930665,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DL2-L3-S2",-0.0465849798946104,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD16",0.256153416247233,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD10",-0.0161055922801243,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"3DL1-S1",-0.0866073096675163,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD117",-0.0587513483063573,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DS4",-0.0417113018849908,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"ILT2-CD85j",0.107954074900555,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"NKp46",-0.0162808683864235,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"NKG2D",0.0999554937080141,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"NKG2C",0.124182442308292,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2B4",0.286394051315595,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD33",1.55458951357501,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD11b",0.103450938677987,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"NKp30",0.0244295131497973,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD122",0.148832374150756,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"3DL1",-0.0527127824380186,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"NKp44",-0.0553583927108894,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD127",2.27783451389499,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DL1",0.0861455382001119,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD94",0.0390857055609322,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD34",0.0621967417744082,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CCR7",1.31043666603099,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DL3",-0.0207022757468781,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"NKG2A",0.142293496513069,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"HLA-DR",1.14397914072037,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DL4",0.0420226187195792,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD56",0.0804731733704063,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"2DL5",-0.0214576740482687,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13946,"CD25",0.0231139962097099,-12.5579476281993,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD3",4.01862888852846,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD27",1.09995169626027,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD19",0.163479240618696,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD4",0.418084744654754,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD8",3.96402754612552,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD57",0.512721933689963,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"2DL1-S1",0.066388674204505,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"TRAIL",-0.0372378905477266,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"2DL2-L3-S2",0.00588048103490072,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD16",0.295321856805706,9.45536979069331,5,0.05
"citrus","gated_alive","full",3,1360466708,13961,"CD10",0.052205652033091,9.45536979069331,5,0.05
