method,group_id,split_id,CD3,CD27,CD19,CD4,CD8,CD57,2DL1-S1,TRAIL,2DL2-L3-S2,CD16,CD10,3DL1-S1,CD117,2DS4,ILT2-CD85j,NKp46,NKG2D,NKG2C,2B4,CD33,CD11b,NKp30,CD122,3DL1,NKp44,CD127,2DL1,CD94,CD34,CCR7,2DL3,NKG2A,HLA-DR,2DL4,CD56,2DL5,CD25
CellCNN,1,13,2.9137917428385633,0.8244736480361557,0.6627605813124112,1.0424042097320119,3.3936255303528697,3.651214430057007,1.1500136414423516,0.14148748532904754,1.351102318031101,3.4024863415967004,0.7921632769517609,0.4062065745282479,0.3081934479232444,0.9271665138789326,1.6187126695089409,0.8706683942596412,1.6136106890079571,3.3947835314812607,2.0249878359632283,2.010990268107777,1.0339173760463802,1.4148451955386336,1.1524083394478062,0.9109992270112338,0.31564137705182166,0.8314986184682652,0.7083125904486959,3.645845713553326,1.030385164597892,0.4619635846153056,1.4318851368522048,1.589397701842401,2.6209051510913954,0.9934638573031792,3.365548967522353,0.41849527582081886,0.18873666035957923
CellCNN,1,14,3.096722726043488,0.8610968436184256,0.6649727913197618,0.6897330585129033,2.942572604196435,3.3623262076150566,1.051039661880067,0.08031145886477105,1.2108902617565294,2.364869450420169,0.5297724496304044,0.30133079696806647,0.14040649355535417,1.9408755135415987,1.3893974490193244,0.8711180214282509,1.837827266439304,3.670968864121144,2.2377964753263675,1.6491256592269739,0.8030126581401089,1.3528220877501853,1.0651357814552902,0.6516839504087714,0.3155673857888918,0.7483250217966176,0.4666422221888837,3.465826006789609,0.8058698988899248,0.2778488858513553,1.613846586881454,0.9172865343290703,2.5296182923232386,0.9477749311666918,3.272655583877898,0.47810657362511283,0.12106099637848822
CellCNN,1,15,3.3052692038290847,1.0786123554412534,0.9103363808885772,1.1417929592021723,3.271209260723211,3.630659090348643,1.2377323791154213,0.10207125348970686,1.1904327400254076,3.53702787661995,0.9378090646074944,1.114537140686173,0.3761841749671131,1.2811618238785303,1.5285896017975933,1.0545059900114717,1.685908833598114,2.148719374950825,2.181561805485615,2.1881541940345617,0.9579469285897924,1.6630504965969184,1.4732045892031511,1.942772892311114,0.7549296853484591,0.8673463345677017,0.4274183905043142,3.3584643872929005,0.9231668002693252,0.6233795847678512,1.2791939009866697,2.2064319058407174,3.312131702292656,1.147227166831494,3.288227285855062,0.3979995583623099,0.139510730367933
CellCNN,1,16,3.5056500699083766,1.1643748423502744,1.1027919381664906,0.855586967587656,3.307333067641873,3.9668296199545736,1.4013430008149452,0.15081092739220744,1.0607908042238596,3.413880191624338,1.0639992596838797,0.49145741275705623,0.3249760137155654,2.4237796780305483,1.8058096232292542,1.317544759180322,1.8568920129713058,3.2675631297069563,2.6421912510483554,2.3747963843206357,1.0335438945322992,1.818520501460869,1.431335352351629,0.9720765722180361,0.30888189412024025,0.9488738178719961,0.5584945619774878,3.7767195917267937,1.151716806271923,0.36877981872433174,1.2742840708017495,2.112891900715543,3.4157075577556397,1.291964510862832,3.7263543909546413,0.6818372953852433,0.22406778774840327
CellCNN,1,17,2.3375470156703746,0.8055049553136054,0.6404209527525901,0.6696322271114233,3.0878379590573757,2.6477181715974085,0.6982590342496121,0.08546459611559223,1.4706484116117167,3.457312176534926,0.862607144291191,0.03080652561917469,0.1332526085900242,0.973211375093453,1.5594775053685188,1.249832418076513,1.9902178931020886,3.6773419235322313,2.297771456326066,1.9004129242326364,0.8703934659122695,1.2013080889598222,1.2152861060558344,0.2765502524447426,0.12231502568681474,0.6835925139370466,0.379762822959949,3.6817110347819595,0.9506582841232494,0.30178274586969356,2.0276024683864957,0.9837666417454034,2.6141031193386577,0.9912738188323685,3.680229228995266,0.5090679960250934,0.2769216831610718
CellCNN,1,18,2.726786827361013,0.8412050648736881,0.7102062192330791,0.9256971195469825,2.4404047938359126,4.1144218726873,1.390214901259108,0.1219899719753112,1.317414188592502,3.786675942714198,1.0487262294316075,0.18558256355076175,0.28551579214200684,1.2192058636905054,1.4555956720550705,0.956961631109237,1.6554756254313636,3.2726468204301398,2.237749154494539,1.4880101013041949,0.6071374225199337,1.6595969963536599,1.2084963980141112,0.47370301730664244,0.1608065238709397,0.753356715067927,0.49649658927528606,3.415149084917449,0.811259638937144,0.4915983323306883,2.3515121652042765,1.1952354519587791,2.8056039580431027,1.0644504464363376,3.574400905757124,0.4060636619197364,0.15524998391453965
CellCNN,1,19,2.7714157923329985,0.6038092971868535,0.48187151809044565,0.6462233271439879,2.837933240486958,3.661380843423631,1.1925404732674467,0.1970447811060909,1.6320369286271683,3.4471627571961156,0.9555349299766331,0.48119391867578226,0.2669947518839848,2.514403650607447,1.284071087523148,0.9949996519878588,1.5044736687207179,2.306837303053605,2.267846368386378,1.792395367429629,0.7676893440370384,1.5055251944656618,1.324365742203028,0.8084670154103036,0.34583925528230036,0.7336661516293684,0.6241436443947977,3.016367244142915,0.9185380553264215,0.3066970048549254,2.198931737101862,1.186918771066104,2.3147764517178966,0.7076852078131006,3.228268868998003,0.4146216487673469,0.0714347249244217
CellCNN,1,20,4.314897443302545,1.4328215478800808,1.319587604329657,1.4919425683728713,3.832762918292734,3.737853236949404,1.2944324957802422,0.23170375199758989,1.181124594130383,3.839072962264857,1.3494535739536224,1.2485551058249942,0.4057088934382324,2.35377186487542,2.30136730981067,1.2501569865529532,1.983379474049577,3.21907883504149,2.7667708340670156,2.9524444865671433,1.4856501016924653,1.708399628688477,1.7139849399982603,2.351746223435236,0.8326983131776169,1.211530877309972,0.5287733445285329,4.022879872150912,1.3417204354011731,0.6141612027267676,0.33522938933037827,2.7789948133394087,4.210957950602399,1.7181136138629363,3.814539843445992,0.7055233012265297,0.4599600534269184
CellCNN,1,21,4.232241826868236,1.6208712349525853,1.1310608116184357,1.567338139780543,3.2255147842392673,4.035874632930056,1.6114998813360732,0.13079615404241318,1.0673948207580326,3.6648186880595714,1.0920024812755216,0.661671503154694,0.3574361189035895,2.5403659776783876,2.0314806427371455,1.1561655703940068,1.708907866692591,2.981497481901301,2.6281646330274464,2.707650718620677,1.109636190298985,1.8005263231634885,1.464041839022483,1.2601275063821435,0.4326873549227068,1.2849501411118645,0.4906425728332738,3.8145947770175175,1.0124871432625884,0.5281304210649409,0.3765805394897772,2.592986426781872,3.848234909166655,1.4673753802501661,3.579470655641066,0.7141005555145579,0.28097596543695486
CellCNN,1,22,1.6120312640710406,0.3628290331514394,0.39522392078300167,0.5337963674687035,2.208319769393906,3.858194139860497,1.2193615193154757,0.2515852264146185,1.189656974547569,3.7622006720729604,0.7798580184062237,0.01687603560988054,0.40314864900251474,0.4361815937138362,1.2956123909956825,0.8813638486821952,1.2773318918977803,3.0180386674279505,1.9211357235908508,1.089416204080946,0.3351511644592098,0.994663914703784,0.999117057404448,0.05524771779476885,0.05914349300199351,0.40501724488917795,0.5286276947592342,2.8243848837793104,0.49937275251555796,0.0842898515098994,2.086712776061309,0.3008074214000851,1.762944448582868,0.4480259512674408,3.396487204119299,0.3910368548152976,0.006889374695935727
CellCNN,1,23,4.101651051394587,1.34180002247194,1.26399875094486,1.3907399958740445,3.855200764958154,3.866351586307364,1.2478014831417823,0.27142754743578884,0.9986855485077605,3.448625803827794,1.0769253060098258,0.23100606654100816,0.3732091941136116,2.003344677117655,2.25991324580628,1.0792329685974476,1.9152071103016635,2.9200850063326844,2.55924827197119,2.9503170684946034,1.4947146187907856,1.6327839698391233,1.3447927961102364,0.5118301899604721,0.1610003401744972,1.1156985778475226,0.3423728821476754,3.7366387231570393,1.3315852225764704,0.5036679502332791,0.2772261226097284,2.670617674061028,4.0933882344465795,1.66911786392102,3.4758948342754885,0.6897094285876305,0.3480736378456764
CellCNN,1,24,3.0070112961581903,0.9606179655698244,0.6995512232570721,1.1612706796608028,3.36148302435156,3.0196873680880576,0.9987577854456287,0.1360763802429945,1.2379458474254434,3.600854003719339,1.0449870106215307,0.8217866121984818,0.3907958711916125,1.2868804467059054,1.5829213467324175,1.2892171738235385,1.4437055290928016,2.8413605173086642,2.1195708345102435,2.4079289604269625,1.0604654338173074,1.5748112891116355,1.566331116280496,1.5601569432510516,0.5291089204786494,1.081533332245713,0.8644766265055079,3.2533819172979177,1.0046316934029926,0.5663128713598635,1.476960563834446,1.6682458017512722,2.895474156203905,1.0771555940608801,3.3236711884911103,0.5148390816654391,0.17569475203164464
CellCNN,1,25,2.51240165216195,0.6333022628021634,0.6166176180470724,0.8436828403386277,2.931507843505292,3.722099654836869,1.1989018144484396,0.08629897820902241,1.1931388228300945,3.7186776159372976,0.9348149004974406,0.36346222897599073,0.3109250534312456,0.5673366996502116,1.4811619052052796,0.9537700971625558,1.4801219392649316,3.478362419830459,2.0754096559939703,1.6014118829866877,0.7912939395446508,1.3768576098695142,1.2437172378263928,0.8836855820460643,0.2870568435115595,0.6374022099233888,0.7600816215255897,3.407265063848712,0.8739762627131495,0.36312111281832293,2.190356510396903,0.8750048710469835,2.6719204298643593,0.9299336660888966,3.3988567761202697,0.3755857841074164,0.08773026412857161
CellCNN,1,26,3.0940265623041863,0.7093306961996066,0.7099593763100022,0.7756829602374579,3.2232495888398196,3.597866426283758,1.184617797957014,0.04714930343452327,1.4378089301569104,3.2870489196432233,0.762315128542727,0.14754839702470285,0.16057702917305472,1.4700549574685717,1.776898554925996,0.8519789277298606,1.9839109273020783,3.8436268938828957,2.4549234747386692,1.9984743164344143,0.850024331709155,1.2375892084010915,0.9324658566384992,0.3725280736635536,0.10284232224562266,0.7144063447024284,0.8043859837677411,3.6987190078876035,1.023668983589398,0.21677034174225485,2.480639959956223,0.7177177485874129,3.0361432410174753,1.187808516422928,3.6719259675737383,0.5260303354627744,0.15829234068164966
CellCNN,1,27,2.123078348868152,0.6155521223353626,0.5946384436685852,0.7097975980762652,2.330080125678141,3.9416050973352323,1.2999988871481203,0.15009441443944924,1.3735038201506211,3.708381644629877,1.01020211179178,0.3425248683070028,0.30647124971866935,1.33016962584794,1.4547823424793096,0.8152144121607257,1.6635661531703712,3.4710235477914355,2.223784607695464,1.3510263022649893,0.6039879273118078,1.364239637793584,1.0685974773589313,0.6613082987555091,0.26874483176742814,0.5555446754458357,0.36062729316350595,3.5107475000415667,0.8181035731373895,0.20768799480166436,1.9992358710363984,0.9481994101267317,2.2051769048579457,0.8919948944696454,3.6140580135550486,0.4411357112353957,0.183799354239441
CellCNN,1,28,2.1925563375850476,0.6932637773876928,0.5584356872297308,0.8470343526465478,2.562107816392249,3.6542558084280232,1.0650571899561783,0.09090681113576043,1.2712600627168382,3.8865104064394056,0.9723264629485927,0.333863471927715,0.33607215312873046,0.8834297124686056,1.2371832227961312,1.1328930880940744,1.5625896202174956,3.668914681088563,1.9887018513037766,1.38162230275135,0.7131390605607046,1.516445185725286,1.2400452279362182,0.7585914732409251,0.220255522497596,0.6753722533325277,0.7528317539261621,3.5471034906865944,0.8356376974863444,0.304691381683441,1.6828496784470584,0.9804975995433207,2.348642840883927,0.9281911908210647,3.630425685029413,0.4008237317696572,0.1814150127787246
CellCNN,1,29,2.405191475180883,0.7346795347206069,0.5211391708014531,0.7338608583882462,3.071941213481022,2.983518282109205,0.8319614584409112,0.08660829379728584,1.3110451486589194,3.4668192193774634,0.8032933130010815,0.4599701920681187,0.3017346876845446,1.229928978808338,1.3323642357018624,1.1815538581798244,1.8171374694977351,3.8858475581357617,2.1495603666808227,1.5789308145796281,0.8600783415079489,1.3937703289685244,1.2212184923679994,0.9950875943371067,0.39795666918594125,0.6967874491077617,0.41215118319702204,3.762388065817087,0.8449290776906706,0.26078155079679316,1.2263689603813612,1.0653058338833459,2.281210874140577,0.8561655922818315,3.649131791478694,0.48102827260510816,0.17047004039583386
CellCNN,2,1,3.239943953414202,0.948389811600004,1.0975852819100307,1.293376553607224,1.5183625875188844,0.7239387992670945,1.016411813570866,0.7638673211272125,0.6994362947638093,1.9359876146668298,0.9968672861960121,1.4617651338981492,1.3958318787064767,1.3965974489850481,1.99718871075392,1.6816893474397574,1.4065369510336887,0.8284434472403417,2.029299857024996,2.9046519173535073,0.7728454604877919,0.9902079261866734,1.2551308631621163,1.9832934299473783,2.6249504093659786,2.863290145334597,3.0844786435145117,2.370471565969877,1.9417309711084256,1.791497941646841,1.406605793444594,1.4846441847506142,3.8750116610795198,1.2380888847767317,1.6662703785783957,0.6473915958435543,0.16214601157307118
CellCNN,2,2,2.4468422530710137,0.6580890393799987,1.0956773350154023,0.8296000339642601,1.5354386471173638,0.9359307617239322,0.9453989027972232,0.8217525592756343,0.7909866376135702,2.014315579572536,0.8232067744056247,2.519599178402879,2.1158440315813682,2.060306199900455,2.144523790273624,1.9478700019113004,1.343525243894363,1.0051803635927683,1.8743667762012106,2.709849112195103,0.8370472820960495,0.8598938887019495,0.9603585760979849,2.372616292923938,2.911155234499235,2.525396830394341,3.0762556951560005,2.28252118288887,1.9407839901850572,1.5655965508952137,1.2508140904988378,1.2841875933697575,3.6374495553701145,1.1685646244512922,1.426758246639048,0.46881405948597477,0.08508904488623295
CellCNN,2,3,4.698308762167519,2.09162283569075,1.1773485521759874,2.5782553747650176,1.5005399073599714,0.19866445469386618,0.12688709669198847,0.1259175868537185,0.06535582272006554,0.3734094175800381,0.2889667766495749,0.3205927269179818,0.36688386697412506,0.6458430267069305,1.3866575788415503,0.43947636552356445,0.4269508820924736,0.3719128498985236,1.601467827582287,2.975708177680836,0.6896000460374604,0.2964406247201743,0.5988615895426177,1.0333197508766476,2.4980208714749956,3.7702148560630646,2.0063298868864017,1.5496693550843414,1.7193554975950207,2.46217196220287,0.8466062008985893,1.451969582327078,3.7437087987981563,1.114153637845639,0.5982327653475391,0.4539489128054763,0.1883880073985079
CellCNN,2,4,4.386382641290363,1.8415377386355478,1.3505694538305857,2.3450288412210187,2.002692346696399,0.4830757402925213,1.0109766978231307,1.3822936616568384,0.6809334683673163,1.008935693749778,1.4392030729814187,1.4447997439701699,1.9063303237976996,2.1840646783772266,3.1967175508800305,1.6165154739782386,1.7577696531618896,1.9743803580536654,3.646255989843293,4.557720057587875,2.157831220760157,0.9501907657831907,0.9740595246254663,1.6356377731543035,2.0671527525900224,3.230819799241267,2.362927294924463,2.3766252626704762,3.3369754058750054,2.6444715274399835,2.194805932368495,2.4506728618944944,5.47580550532592,2.466401698754022,1.6295750323266378,1.6535217102016568,1.1701934690795546
CellCNN,2,6,1.0122241830498666,0.2705011932917287,0.19555682964891952,0.23795270008117658,1.5133874816186803,1.032078155508047,0.44901166097063927,-0.001313491617742313,0.23342699981387363,2.3705253068970675,0.2480718963476351,1.508639679286162,0.11173330708110983,0.688386866003674,0.3847111643532051,2.0661359995841835,1.6091441738273677,0.1694511377496574,1.6572828279921001,0.9771360034309405,0.28058332969533983,2.0528990935011637,2.0648111754388587,2.321539043925967,0.34336209975355325,0.3354774044882189,1.4755276850392174,2.276867561230254,0.39907312762059965,0.08551644014352462,0.19011543710234627,1.8918756915675945,1.73560549709596,0.33352109635761235,3.064639299251759,0.32189605799038185,0.07037661833879394
CellCNN,2,7,3.2617392454111407,0.9412066725987598,0.901420105109982,1.0103992405161757,1.3021266561113827,0.34990084526465104,0.6977342668696181,1.0696163336677866,0.9049344693561554,0.9898734770299114,0.9541592700770191,1.9138576893485977,2.2395836055470326,2.2282666333733085,2.967771939129126,1.7810301479110693,1.5326548188694435,1.1045264559599788,2.3626474967616087,3.8590652818745332,1.0198375051477857,0.7618434964976413,0.8207777156065225,2.1908544533281646,3.5374681124767515,3.344732410967984,3.0453783187566072,2.7558689842410122,2.9397806403696114,2.460074144554265,2.133314561310178,1.8552112241782552,4.981726256668145,1.6477266625230405,0.9690919725301986,0.550810713517473,0.1354740578243641
CellCNN,2,9,2.2021634826852408,0.798200067120654,0.352390314453251,0.9448375466540927,1.804599523685673,1.4830192424528787,1.158472597010855,0.20204016572623956,0.4165224521304481,2.77985909590359,0.48288778665259346,2.3358391104509963,0.2979178980561084,1.1654360721450454,0.7199334075878141,1.4307582691029113,1.1876764692192192,0.13483336058251597,1.5482063734061307,1.2565058474168402,0.4111890969260241,1.572140160242201,2.02461161243818,3.1066807023726315,1.2108624983889362,1.0945747712967984,2.8622263346133487,1.283668012065824,0.48857766643583694,0.7001254981825782,0.43698675044108226,0.6978656223201272,2.0588818429403806,0.44526132477996205,2.62986792547717,0.28748600295941634,0.07708544166459996
CellCNN,2,10,3.4757203325372785,1.0205012979357084,1.106435330538248,1.4262639972097848,1.389497106349892,0.17805974882144981,0.3538246563474641,1.2924892058380055,0.40373874112349545,0.8369552750904721,0.6967986281387561,1.7261867651486418,2.433727171865926,1.8718605823308716,2.79097123508868,1.61018752838161,1.3031133149296679,1.0058789624937177,2.163611298683437,4.18436912673971,1.0357029182411244,0.5332165562810943,0.6994703516019913,1.768882556587282,3.045554493277239,3.1308235202079127,3.1310144443017687,2.862250840075422,2.924274513028913,2.36161687943504,1.9695439746373913,2.2933330610461966,5.371140266674153,1.837776322575772,1.0271897698023722,0.5341550434308558,0.3384815601368799
CellCNN,2,11,3.8317451687195363,1.1497598658096937,0.7073405953880367,1.248399569430094,1.7291211703629035,0.5625068600703444,0.7309168031693906,1.0164578851933281,0.8808653918353634,1.0531703675559794,1.3239025321399045,2.59522466470575,2.674736391685298,2.472650018528613,3.058033618956613,2.0775469144623187,1.8919045704886572,1.5090556519631393,2.574836063875347,4.215749126198327,1.4016973823866146,0.8056526375838962,0.8871909896445134,2.029926289476924,3.2246540357064233,3.3698297440368905,3.1402777083313618,2.7964513149653745,2.7581297399110007,2.484576068372808,1.8965501684822843,1.881039926260869,4.969312162162402,1.7397465692588294,1.0024359359079573,0.640103779025734,0.15056298155850995
CellCNN,2,14,1.2325897039238136,0.3684082209355741,0.26721133257028085,0.48228974560759247,2.592673008840304,1.8560694740118029,0.9779725784268708,0.08251354946069814,0.8843517259194273,4.390212189062283,1.1521534877827482,2.3687963215330354,0.23824815204731212,0.7929286689077111,0.6790289221594904,2.166309685852283,1.5153226918911036,0.27667972062171875,1.7741099217166312,1.734955123134811,0.5189931029840059,2.1822529196249656,2.2717961098312234,3.6447609638377356,0.9270122828051591,0.39942053205397826,2.1598512683923428,1.9460365592119977,0.32725262516163267,0.34730281641470634,0.7118969034841053,1.1970362973032305,1.8818640148336552,0.3882853990141974,3.5918819778670485,0.38717680165479973,0.19513424688648695
