method,group_id,marker,median_z,q1_z,q3_z,n_splits
CellCNN,1,NKG2A,0.3305444553101783,0.13639778161151786,0.6714326390641026,30
CellCNN,1,HLA-DR,-0.30244670782768024,-0.41809344681834637,-0.06127534026815447,30
CellCNN,1,2DL4,0.03864251463330082,-0.03920977589448466,0.17020374774726324,30
CellCNN,1,CD56,1.986653014649328,1.864049514428664,2.077125043509543,30
CellCNN,1,2DL5,0.4372213321177643,0.33247728298641926,0.5098215742306709,30
CellCNN,1,CD25,0.2723380821688943,0.19301497629892958,0.3830056499288081,30
CellCNN,2,CD3,0.05608730927443998,-0.45378149455126754,0.25722025328113074,20
CellCNN,2,CD27,0.2474223256211635,0.0686348171431287,0.46472140552972596,20
CellCNN,2,CD19,0.3490277847818519,0.0975254862599506,0.5411050829469259,20
CellCNN,2,CD4,0.19143737237311065,-0.06513737685440078,0.5236270662739613,20
CellCNN,2,CD8,-0.07977370960967595,-0.23071127470532463,0.07157977710287522,20
CellCNN,2,CD57,0.038680450474979616,-0.20106701645795072,0.2142160453089626,20
CellCNN,2,2DL1-S1,1.2674943711138815,0.6819551230631069,1.430973813670026,20
CellCNN,2,TRAIL,2.35646968034526,1.2629472664482564,3.2643742070270063,20
CellCNN,2,2DL2-L3-S2,0.9417547083728506,0.5647884388905383,1.291307112029174,20
CellCNN,2,CD16,0.5818046672482493,0.03394382126823008,0.8735589287484785,20
CellCNN,2,CD10,1.1153571761923766,0.6625867042762388,1.5329969308312514,20
CellCNN,2,3DL1-S1,4.085948621415811,3.2686519576354263,5.267496799790084,20
CellCNN,2,CD117,3.1544245687668333,1.486376354904347,4.542094556644015,20
CellCNN,2,2DS4,1.6111609565155955,1.039606593452985,2.074116883087808,20
CellCNN,2,ILT2-CD85j,0.7315172804978678,0.12707788251960264,0.989706502019239,20
CellCNN,2,NKp46,1.708570752340512,1.332347709344569,1.9874416998925633,20
CellCNN,2,NKG2D,0.8622374075812387,0.7178480743396922,1.0388775279215794,20
CellCNN,2,NKG2C,0.9780914144210469,0.27393827549426353,1.177780294347559,20
CellCNN,2,2B4,0.6355668810366799,0.43277699384423984,1.07821879307475,20
CellCNN,2,CD33,0.7116350018697745,0.06323621634507405,0.9787690626480859,20
CellCNN,2,CD11b,0.3255797972987272,0.09025233197844273,0.7233166313625875,20
CellCNN,2,NKp30,0.5971339430520508,0.4068251167921155,1.269454313767646,20
CellCNN,2,CD122,0.8169605842648172,0.5142862852053278,1.4996637375779192,20
CellCNN,2,3DL1,2.989896761024232,2.461870644434591,3.3847274646114096,20
CellCNN,2,NKp44,6.438653734687374,5.104619356860977,7.771033334045393,20
CellCNN,2,CD127,1.4913265369932431,1.1584763514095102,1.8501074970691216,20
CellCNN,2,2DL1,4.393365999392103,3.204406459721413,4.745950797689465,20
CellCNN,2,CD94,1.3169734946797105,1.1463225665873356,1.6125889176219004,20
CellCNN,2,CD34,1.4280628694688504,1.1433226197904403,2.216813933129638,20
CellCNN,2,CCR7,1.5177040889909026,1.1180673767002383,1.9594033521417835,20
CellCNN,2,2DL3,1.948087620958011,1.3878855156425163,2.4584149062411518,20
CellCNN,2,NKG2A,0.8983459473379243,0.5968832048364392,1.138281617852627,20
CellCNN,2,HLA-DR,0.5152589118062266,0.10938792915909142,0.7446038391157583,20
CellCNN,2,2DL4,0.527341716893948,0.11545818651388869,0.7471827413816077,20
CellCNN,2,CD56,0.5734656040953452,0.09510973482483102,1.030902646975038,20
CellCNN,2,2DL5,0.5033157705954006,0.30327040887502216,0.7606345344726151,20
CellCNN,2,CD25,0.2523716465509651,0.16515026712417055,0.7072157629781417,20
CellCNN,3,CD3,-0.9481546221998292,-1.0249553469452577,-0.7630762341176067,15
CellCNN,3,CD27,-0.31846804433725984,-0.37532850155128544,-0.21085185816039126,15
CellCNN,3,CD19,-0.320025620349866,-0.3860126322211278,-0.19080705758391747,15
CellCNN,3,CD4,-0.4769699057027903,-0.5376401228329404,-0.2093268162130334,15
CellCNN,3,CD8,0.23951440463094686,0.043370025977353566,0.4779306677817856,15
CellCNN,3,CD57,0.5849957289033598,0.3129392339857759,0.9226807199747105,15
CellCNN,3,2DL1-S1,1.6085522381227106,1.0776714916509893,2.0461902040094238,15
CellCNN,3,TRAIL,0.3978191956920251,0.21573679645174082,0.6558103498741447,15
CellCNN,3,2DL2-L3-S2,1.4666401643109606,1.1495198620623854,2.517981955809354,15
CellCNN,3,CD16,1.9146641234575197,1.7672816822356319,1.9399415183066608,15
CellCNN,3,CD10,1.0228310664016365,0.808889732321824,1.2650546279207369,15
CellCNN,3,3DL1-S1,0.8670469993186202,0.6456394900388394,1.8917514388563905,15
CellCNN,3,CD117,0.3832281413843928,0.2783798760669727,0.7623042194620442,15
CellCNN,3,2DS4,-0.00791815653594759,-0.09014779306838072,0.8511034246174984,15
CellCNN,3,ILT2-CD85j,-0.45266285000509526,-0.5441462174304115,-0.2517198412892178,15
CellCNN,3,NKp46,2.0742803893966393,2.005738902316717,2.5040899634859484,15
CellCNN,3,NKG2D,0.8757857154433765,0.7684080108930561,1.0168223526063975,15
CellCNN,3,NKG2C,0.03810049272145633,-0.027316545964300144,0.07409801675883246,15
CellCNN,3,2B4,0.7402286031226177,0.5483382112984692,0.7924334687687183,15
CellCNN,3,CD33,-0.281318533572952,-0.4586916238443044,0.056163587249292914,15
CellCNN,3,CD11b,-0.003962956243874063,-0.24258360588317274,0.12211299485195308,15
CellCNN,3,NKp30,1.6630180459825,1.6244604210729143,1.9885858621840962,15
CellCNN,3,CD122,1.9494137022570575,1.7864998595748718,2.2545015012811156,15
CellCNN,3,3DL1,1.3731484578886408,0.9359747445376954,1.8965419314814185,15
CellCNN,3,NKp44,0.8496522118913299,0.49458351489518226,1.2160861033535306,15
CellCNN,3,CD127,-0.16718126034251024,-0.25248687168372885,0.10750719971780795,15
CellCNN,3,2DL1,3.5689874339947063,2.5154080402943473,4.284246868402589,15
CellCNN,3,CD94,0.7730437597725723,0.613609924604108,0.9726130747344321,15
CellCNN,3,CD34,-0.1761944666765893,-0.21987222536074522,0.004716118355217201,15
CellCNN,3,CCR7,-0.13146332794144902,-0.46816300129930066,-0.024274135929376155,15
CellCNN,3,2DL3,1.2067647395203678,0.7051937825060121,1.6130378866427422,15
CellCNN,3,NKG2A,0.16363506010928608,-0.026604675443087998,0.46093876113773036,15
CellCNN,3,HLA-DR,-0.6486768803469096,-0.7738118815440621,-0.49213259824911426,15
CellCNN,3,2DL4,-0.4630472382130296,-0.5529661784543245,-0.3197566683166222,15
CellCNN,3,CD56,1.9259153810678489,1.8717778818431738,2.1132180244872307,15
CellCNN,3,2DL5,1.0876389019689636,0.3665985476758368,1.2430485242480411,15
CellCNN,3,CD25,0.21931697340947948,0.06375421146456225,0.4958361103749601,15
CellCNN,4,CD3,1.1060398039950603,0.8929933439536276,1.30635568779485,8
CellCNN,4,CD27,1.3564990475453305,0.7502420032559638,1.632757928458382,8
CellCNN,4,CD19,-0.18902236205969203,-0.38671349086897366,0.0062121452414513854,8
CellCNN,4,CD4,1.4585670692013308,1.1967383174341348,1.8545167152807673,8
CellCNN,4,CD8,-0.2175148030892923,-0.34197984099623563,-0.08942772534917512,8
CellCNN,4,CD57,-0.42216797676541024,-0.44531366952551543,-0.3645251587824662,8
CellCNN,4,2DL1-S1,-0.27967926132878956,-0.33395058478273665,-0.16307542759322513,8
CellCNN,4,TRAIL,-0.11555829756154185,-0.14846777854266915,-0.03311942731430856,8
CellCNN,4,2DL2-L3-S2,-0.26638297924253307,-0.30901389377313876,-0.2328529575267076,8
CellCNN,4,CD16,-0.44890159852484507,-0.5132212108189171,-0.34802946978172283,8
CellCNN,4,CD10,-0.2896052474884431,-0.3718044500146197,-0.25649404982115265,8
CellCNN,4,3DL1-S1,-0.21409793126965507,-0.22397161611571773,-0.13559277789167135,8
CellCNN,4,CD117,-0.22815060249532298,-0.2725392545057453,-0.13684770972042404,8
CellCNN,4,2DS4,-0.3583956234490646,-0.38142699945192815,-0.2410958227526273,8
CellCNN,4,ILT2-CD85j,-0.7368106654271851,-0.8353091308301872,-0.6887691437449049,8
CellCNN,4,NKp46,-0.3938243974631835,-0.42431616374468234,-0.34092306206248313,8
CellCNN,4,NKG2D,-0.45158882410918555,-0.5362333785727365,-0.31301520278348927,8
CellCNN,4,NKG2C,-0.11184377995615757,-0.24385346393863946,0.014988515692038129,8
CellCNN,4,2B4,-0.6513385408650294,-0.7385644069235855,-0.5443674797703046,8
CellCNN,4,CD33,-0.1601506102413152,-0.5209060315017886,-0.05835407136852709,8
CellCNN,4,CD11b,-0.4483177400411089,-0.523942674192802,-0.3093309315807368,8
CellCNN,4,NKp30,-0.45363449994147464,-0.48461522723148104,-0.331773418218412,8
CellCNN,4,CD122,-0.25691909441989924,-0.33842779516037985,-0.16234117230073764,8
CellCNN,4,3DL1,-0.22519062901696135,-0.2621378930508312,-0.10173973624993132,8
CellCNN,4,NKp44,0.03477027250630772,-0.21749190882638747,0.125168581582769,8
CellCNN,4,CD127,1.6983025678549866,0.45405517787514715,1.844453755295895,8
CellCNN,4,2DL1,0.165708450077593,-0.21345165890175335,0.7939164058071023,8
CellCNN,4,CD94,-0.45955852951744725,-0.48668699344815114,-0.41791075575223713,8
CellCNN,4,CD34,-0.5199263136353637,-0.5662919851498385,-0.406764853549682,8
CellCNN,4,CCR7,1.431023497170207,1.0459149464249125,1.9216354355768739,8
CellCNN,4,2DL3,-0.23434174467450003,-0.259086912602696,-0.14972497117152261,8
CellCNN,4,NKG2A,-0.492045172627542,-0.5542176754695448,-0.4377060024760532,8
CellCNN,4,HLA-DR,-0.7229845739756183,-0.9519575941970162,-0.5631189595981949,8
CellCNN,4,2DL4,-0.7136504551747482,-0.8357786510004496,-0.5349667887347852,8
CellCNN,4,CD56,-0.559175666857656,-0.6241443101436308,-0.4386164237318855,8
CellCNN,4,2DL5,-0.28823795977906586,-0.32067763553792356,-0.2400041280844723,8
CellCNN,4,CD25,-0.019006690648244916,-0.16087822263332183,0.07324142667866639,8
Citrus,1,CD3,0.7078779169013251,0.6462712973215572,0.8167226363452414,18
Citrus,1,CD27,0.13687721170798237,-0.10414715462547938,0.3192971509104514,18
Citrus,1,CD19,-0.08992751048354267,-0.12257814741766278,-0.059654693480264816,18
Citrus,1,CD4,0.1229522287574894,-0.1720348748799679,0.2810471401447768,18
Citrus,1,CD8,1.560612794335447,1.4572900128739856,1.696283753509373,18
Citrus,1,CD57,2.2447753524789187,1.979261101184999,2.3574147970379493,18
Citrus,1,2DL1-S1,1.4005280684510086,1.204678858266564,1.6740091806175839,18
Citrus,1,TRAIL,0.1321266015202955,0.050025056486167466,0.22726640187995947,18
Citrus,1,2DL2-L3-S2,0.11696600384951521,-0.016323579909180923,0.39423343610375855,18
Citrus,1,CD16,-0.05537720428364284,-0.15134348645775778,0.031168708043422297,18
Citrus,1,CD10,-0.05330678929834033,-0.0840168235855403,-0.010100359856622587,18
Citrus,1,3DL1-S1,-0.04677298646932808,-0.09325284097761442,-0.008432547878056123,18
Citrus,1,CD117,0.025212989885943976,-0.056888299674671586,0.04306336403444719,18
Citrus,1,2DS4,-0.207093113777077,-0.2621395232177002,0.002021434086761909,18
Citrus,1,ILT2-CD85j,-0.02959154402913205,-0.07464331178537832,0.14717818665837276,18
Citrus,1,NKp46,-0.19393715781631726,-0.2767656850071867,-0.15806279418299277,18
Citrus,1,NKG2D,1.1185001089310744,0.8914146225341462,1.2976165494988228,18
Citrus,1,NKG2C,0.2003566049538336,0.10373423834595197,0.3506339942966901,18
Citrus,1,2B4,0.3180466983175081,0.22130910225366995,0.45557377831171364,18
Citrus,1,CD33,-0.23880424758922714,-0.37268300378764874,-0.15832260757972963,18
Citrus,1,CD11b,0.8410423840424488,0.7120531222171631,1.1282612565057275,18
Citrus,1,NKp30,0.6397179670181659,0.48240336238097137,0.8249896689725333,18
Citrus,1,CD122,0.26300046081937106,0.14864134142829727,0.32451160644035426,18
Citrus,1,3DL1,-0.07792459846637598,-0.10207900053086091,-0.014468110373715638,18
Citrus,1,NKp44,-0.07019239067134303,-0.09646923814787456,-0.03775022855844229,18
Citrus,1,CD127,-0.04991367941349556,-0.27355153608998894,0.5367105595752394,18
Citrus,1,2DL1,-0.09437996516493122,-0.15906810839159422,0.06452822111416932,18
Citrus,1,CD94,0.4857914981375104,0.32691083320404746,0.6812441389483616,18
Citrus,1,CD34,-0.3588362730964403,-0.443471000418983,-0.31130415467919487,18
Citrus,1,CCR7,-0.2243503190603006,-0.4189180807192557,-0.05813426351845838,18
Citrus,1,2DL3,-0.2124082058993308,-0.2614934735568431,0.1414250992890904,18
Citrus,1,NKG2A,-0.4191708672623815,-0.4905756926618925,-0.3696958977569714,18
Citrus,1,HLA-DR,-0.5323720981469173,-0.5965736095061499,-0.3802756324900215,18
Citrus,1,2DL4,-0.5140685178595252,-0.5801195184210175,-0.4854688864308407,18
Citrus,1,CD56,-0.2192249961346344,-0.41568502266138424,0.09451399397228534,18
Citrus,1,2DL5,-0.20009023903956435,-0.23937243396474253,-0.14507091774634334,18
Citrus,1,CD25,-0.11520185574346128,-0.18115146224752535,-0.08297366135153304,18
Citrus,2,CD3,0.21538368272045513,-0.05217517762706614,0.48467176536582146,11
Citrus,2,CD27,-0.06340225557781502,-0.1906431254577738,0.1072822437702022,11
Citrus,2,CD19,-0.08124981656171909,-0.1868156579976075,0.308183705232123,11
Citrus,2,CD4,-0.07041676422591374,-0.24604114560982793,0.03730055194426431,11
Citrus,2,CD8,0.9100915135417021,0.834049154313125,1.07793953758138,11
Citrus,2,CD57,1.5598313610178551,1.3503461247531408,1.8958539890306765,11
Citrus,2,2DL1-S1,1.126492533896762,0.9123068221708037,1.3447117933788506,11
Citrus,2,TRAIL,0.2252575623344109,0.171115896370964,0.29921199418862554,11
Citrus,2,2DL2-L3-S2,1.3945347816192706,1.1822901518381008,1.429081560869312,11
Citrus,2,CD16,0.8408883654751187,0.7829373136560418,1.071641072755958,11
Citrus,2,CD10,0.4111399870044031,0.3194552418479961,0.4795335564250066,11
Citrus,2,3DL1-S1,0.09314867530094041,0.06780256107507357,0.30626816565473314,11
Citrus,2,CD117,0.2614214341212317,0.19121952595105274,0.28454842337518166,11
Citrus,2,2DS4,0.8485294324412174,0.6421414295242815,0.9684492892082814,11
Citrus,2,ILT2-CD85j,0.4547642340488336,0.027152012488976543,0.8024758614871802,11
Citrus,2,NKp46,0.4256495111587698,0.32853856686056837,0.6599014415124189,11
Citrus,2,NKG2D,1.0406360643590375,0.9888045772396343,1.1562401398783317,11
Citrus,2,NKG2C,3.4555141101712197,3.1556183513959875,4.010444142151041,11
Citrus,2,2B4,0.6663863227802148,0.6019250832290892,1.0754326654695157,11
Citrus,2,CD33,0.27734464252839125,-0.31269721081550206,0.6011095104072979,11
Citrus,2,CD11b,0.47546582562444656,0.3106333879698131,0.6681971504438687,11
Citrus,2,NKp30,0.7656116727433387,0.705523983636066,0.8359673478505525,11
Citrus,2,CD122,0.7259563032664718,0.6474974872066791,0.7478967155504218,11
Citrus,2,3DL1,0.2072776521390945,0.1915529892480517,0.4418090717197619,11
Citrus,2,NKp44,0.26341551236559196,0.173018197870836,0.3815836743792548,11
Citrus,2,CD127,-0.05538881537307124,-0.168348625694396,0.016203327528247876,11
Citrus,2,2DL1,0.7014931536380377,0.6163757798316445,0.7982929492595259,11
Citrus,2,CD94,1.988213893322545,1.8659107384329912,2.100343478031025,11
Citrus,2,CD34,0.5507846278285033,0.11063438855987016,0.7626029373281294,11
Citrus,2,CCR7,-0.25373687386524063,-0.3019885826140281,-0.07759229421236383,11
Citrus,2,2DL3,1.710293895689753,1.358913153778739,2.1085087650593355,11
Citrus,2,NKG2A,0.20624753299227336,-0.009569456583460404,0.5745241413990267,11
Citrus,2,HLA-DR,0.08895012100619544,-0.6099660612155782,0.5758873771984984,11
Citrus,2,2DL4,0.153920432851871,-0.328711918376443,0.6135407014919745,11
Citrus,2,CD56,1.40023726103528,1.3516522361577528,1.6219801690137963,11
Citrus,2,2DL5,0.36966328194480735,0.210878427126359,0.5708019393534245,11
Citrus,2,CD25,0.17135345634206428,0.06659851474486209,0.25884749299801774,11
Citrus,3,CD3,-0.597588484655396,-0.9393354034083174,-0.19069295388770602,10
Citrus,3,CD27,-0.21142805824777028,-0.2979604102638551,-0.05715606124674788,10
Citrus,3,CD19,-0.28603371404176164,-0.3842037101499576,-0.2143213815816817,10
Citrus,3,CD4,-0.35770164327831433,-0.4745253338965454,-0.02881975377074556,10
Citrus,3,CD8,0.3600903430705192,0.1022822231322121,0.42776741959539344,10
Citrus,3,CD57,0.43378951203682453,-0.13358397345931777,2.3753331726464717,10
Citrus,3,2DL1-S1,0.9171690816900167,0.11877055660655694,1.6804306809724954,10
Citrus,3,TRAIL,0.33809093821344605,0.19037344705133644,0.5414532358431801,10
Citrus,3,2DL2-L3-S2,0.7697281216181937,0.565884030162737,1.1859106745230137,10
Citrus,3,CD16,2.0477907034488263,1.5866315260556385,2.1610966071353177,10
Citrus,3,CD10,1.0297290163946538,0.5730314231674044,1.2152660885082602,10
Citrus,3,3DL1-S1,0.043979224864604385,0.016204345567926652,0.0881417519285931,10
Citrus,3,CD117,0.46960366590640756,0.29913478161801865,0.5747943003757436,10
Citrus,3,2DS4,0.016255683593944158,-0.011891035826549148,0.42480092985737117,10
Citrus,3,ILT2-CD85j,-0.11971286138527865,-0.2858064634654547,-0.06128065788839665,10
Citrus,3,NKp46,2.2252008319186976,1.3005107008944146,2.4005222515628417,10
Citrus,3,NKG2D,0.9216715663041766,0.7054141309375741,1.078116360579221,10
Citrus,3,NKG2C,0.12158191287310133,-0.01867893592577724,0.30110493406415817,10
Citrus,3,2B4,0.7385861863398484,0.5249067996245509,0.8611670192735527,10
Citrus,3,CD33,-0.1460164570389435,-0.30961397243446587,0.24144114766802952,10
Citrus,3,CD11b,0.10003287093221504,-0.07173927012604764,0.17206699496229744,10
Citrus,3,NKp30,1.4985893643035877,1.252173220386858,1.715732570526011,10
Citrus,3,CD122,1.7158324023227585,1.1766566289506368,1.9247815455808306,10
Citrus,3,3DL1,0.2530067519265499,0.2016020118246944,0.3807604264725414,10
Citrus,3,NKp44,0.17649724342622405,0.08526837726821199,0.2631435846130325,10
Citrus,3,CD127,-0.25987822131501376,-0.3313921419573536,-0.15968120142686798,10
Citrus,3,2DL1,0.4938607707050022,0.18451643979677929,2.1918950520885847,10
Citrus,3,CD94,1.186214375851769,0.888694946968378,2.032034544901553,10
Citrus,3,CD34,0.00936712963406064,-0.23124912488780908,0.38127575059810676,10
Citrus,3,CCR7,-0.33796887987915414,-0.38023011499486736,-0.20209090377599892,10
Citrus,3,2DL3,0.33719483712829695,0.06646263175324285,0.6790503317817289,10
Citrus,3,NKG2A,0.7636173029857969,0.4423931878621189,1.7905718649544884,10
Citrus,3,HLA-DR,-0.2922035650624102,-0.676321152231885,-0.19820058240482955,10
Citrus,3,2DL4,-0.2716513201823226,-0.5295363808632874,-0.07588185227874597,10
Citrus,3,CD56,1.9075229049773412,1.7756270085673724,2.0761421354144836,10
Citrus,3,2DL5,0.38414819732433236,0.3347019850477189,0.5342865283855341,10
Citrus,3,CD25,0.11660934017529558,0.05524311591607438,0.26434405315788767,10
Citrus,4,CD3,0.15396455856990507,-0.009289700479293256,0.39697749908834534,6
Citrus,4,CD27,-0.33019406417424235,-0.4728065287613687,-0.27285731767143057,6
Citrus,4,CD19,-0.4544452497084018,-0.469202509873539,-0.4491864186172841,6
Citrus,4,CD4,0.3780371718631891,0.14255160316067794,0.6237474251297501,6
Citrus,4,CD8,-0.5597525231891942,-0.6585221719571217,-0.4051988333582751,6
Citrus,4,CD57,-0.4454581119228276,-0.47724438429601945,-0.43302400138749964,6
Citrus,4,2DL1-S1,-0.281137642648675,-0.3093551853979142,-0.23625497054399225,6
Citrus,4,TRAIL,-0.05281934943062873,-0.09199672908747814,-0.0021308644662921174,6
Citrus,4,2DL2-L3-S2,-0.21559846416047024,-0.23995060006331803,-0.16241197600063778,6
Citrus,4,CD16,-0.32684348319524437,-0.4137783914674718,-0.27718280097433357,6
Citrus,4,CD10,-0.21715892832678252,-0.24182716366236912,0.12661425101113563,6
Citrus,4,3DL1-S1,-0.13024687573479307,-0.17819724540388843,-0.09581701536692593,6
Citrus,4,CD117,0.09208345972214628,-0.0016705810379781909,0.18018230647492828,6
Citrus,4,2DS4,0.029550316561985646,0.0031456724598240777,0.3842733712404962,6
Citrus,4,ILT2-CD85j,1.2797046009607993,1.215292492175835,1.3440669562077272,6
Citrus,4,NKp46,-0.12511446379994431,-0.13601273902671482,0.04638493780943169,6
Citrus,4,NKG2D,-0.3850813281355543,-0.4115984778129313,-0.3470633658694301,6
Citrus,4,NKG2C,-0.10626373929842171,-0.15263531256321144,-0.0696130739019611,6
Citrus,4,2B4,1.4542432223347248,1.248651948450716,1.5276746023374317,6
Citrus,4,CD33,1.5284589632778633,1.510720008115961,1.5664361172496863,6
Citrus,4,CD11b,0.8145590707781736,0.6801822801224721,1.0354190255361222,6
Citrus,4,NKp30,-0.239282433746643,-0.3152318993860569,-0.1859162816352748,6
Citrus,4,CD122,-0.27549553754818856,-0.38774726933473713,-0.08972079925798873,6
Citrus,4,3DL1,-0.16696653798468902,-0.1940367545488204,-0.08179743393183589,6
Citrus,4,NKp44,-0.04369334924998104,-0.11175760078776051,-0.0022179447328428727,6
Citrus,4,CD127,-0.41314019194874074,-0.49308020020181614,0.2241161463539707,6
Citrus,4,2DL1,-0.16129849059058865,-0.1921231888641826,-0.13695097574781268,6
Citrus,4,CD94,-0.3918462391342308,-0.41356275397458975,-0.36296156830748677,6
Citrus,4,CD34,1.259018054328274,0.9902167515239294,1.5774029976758235,6
Citrus,4,CCR7,-0.2892375563622511,-0.3439503255727963,-0.18232075966809502,6
Citrus,4,2DL3,0.19369362382366895,0.07637823332812999,0.3020068062224735,6
Citrus,4,NKG2A,-0.02754402082096572,-0.28463995472190917,0.14615182987962747,6
Citrus,4,HLA-DR,0.9312371753806508,0.8805240269592131,1.0393803952222465,6
Citrus,4,2DL4,0.9065695305280765,0.7050931770090663,1.1503876056421452,6
Citrus,4,CD56,-0.12018623373639259,-0.21997985045092366,0.006188092338847099,6
Citrus,4,2DL5,0.746069991747323,0.3409913388168551,1.1147851926129948,6
Citrus,4,CD25,-0.014942805147139651,-0.040270635174754675,0.08813547216286913,6
Citrus,5,CD3,0.7513599153032002,0.6973269763025182,0.8277700098337774,6
Citrus,5,CD27,0.18437081669351346,0.09710395605448487,0.45898570833107505,6
Citrus,5,CD19,-0.05243552581738778,-0.20609566449664368,0.12808188196465406,6
Citrus,5,CD4,0.5204335122125684,0.44967701241757185,0.5907429790721511,6
Citrus,5,CD8,1.3945761626645736,0.43619684566168143,1.450358122975711,6
Citrus,5,CD57,2.0596421695181046,1.8425501073178117,2.387467839266112,6
Citrus,5,2DL1-S1,1.398842804785942,1.0518898495691826,1.6237700458737454,6
Citrus,5,TRAIL,0.3322098101705272,0.26644180547658125,0.3676475622931764,6
Citrus,5,2DL2-L3-S2,0.435088394969779,0.3461231076475718,0.507138966248558,6
Citrus,5,CD16,0.05662157400237836,-0.014399095507653885,0.3229566752491358,6
Citrus,5,CD10,0.10937704241552318,0.03196037936969893,0.2507992218734998,6
Citrus,5,3DL1-S1,-0.008187769894060597,-0.06933109937918319,0.050827171699145184,6
Citrus,5,CD117,0.25756687496239417,0.20219530335193142,0.28221339606981566,6
Citrus,5,2DS4,0.7586063818328603,0.6452964401244687,0.8396547855251675,6
Citrus,5,ILT2-CD85j,1.2934366850655807,1.271716795567284,1.3300221802331862,6
Citrus,5,NKp46,0.09453431352131336,0.04032146899107794,0.16560617332067953,6
Citrus,5,NKG2D,1.0705978572276103,0.6264107225937406,1.1604193340926734,6
Citrus,5,NKG2C,0.3416430180613883,0.212872614888536,0.5838885211128393,6
Citrus,5,2B4,1.3842191798484147,1.227685967095513,1.4013074581442586,6
Citrus,5,CD33,1.3327019742259845,1.2723475015799326,1.3651795573637597,6
Citrus,5,CD11b,1.2066411378627233,0.6632019448662254,1.4207616769420532,6
Citrus,5,NKp30,0.8668796895482782,0.4394288146966487,1.1239673946638453,6
Citrus,5,CD122,0.33694025354697343,0.27497149424323475,0.43798941013550313,6
Citrus,5,3DL1,-0.0483745662651343,-0.07579515740920444,0.003012760557744309,6
Citrus,5,NKp44,0.028308024739987284,0.011072719453495514,0.03974674122467048,6
Citrus,5,CD127,-0.16708100057609482,-0.23751711636145942,-0.07351362135421646,6
Citrus,5,2DL1,0.03164931784380763,-0.04249975326401015,0.060866191875024934,6
Citrus,5,CD94,0.2422144498742825,0.15593854414343536,0.37095142751426896,6
Citrus,5,CD34,0.9732261943456919,0.8802103343086815,0.985393092299298,6
Citrus,5,CCR7,-0.15388826651841314,-0.22394309011493924,-0.10805693555414048,6
Citrus,5,2DL3,0.40294770419837167,0.35649460418590273,0.5824947019060438,6
Citrus,5,NKG2A,0.15391733158957455,0.04466326948101916,0.2830259359223421,6
Citrus,5,HLA-DR,0.9719595349429355,0.9257747222505592,1.0093210414130278,6
